db,country,ally,category,event,col,archive,full_repl
GDELT,Canada,US Ally,Economic win-win cooperation,Canada-China FIPA signed,shock,0.6402267448225555,0.8642284809269725
GDELT,Canada,US Ally,Detention / judicial dispute,China detains Canadians Kovrig and Spavor ('Two Michaels'),shock,-1.9991597227655054,-2.698623236701671
GDELT,Canada,US Ally,Detention / judicial dispute,Meng Wanzhou arrested,shock,-1.9991597227655054,-2.698623236701671
GDELT,Canada,US Ally,Economic sanction / tariff barrier,China suspends canola seed licences of Richardson and Viterra,shock,0.9422510263846169,1.271924641964081
GDELT,Canada,US Ally,Strategic partnership upgrade,Meng Released / Michaels Freed,shock,1.207278032708292,1.6296789671808671
GDELT,Canada,US Ally,Tech control / export restriction,Canada bans Huawei and ZTE from 5G networks,shock,-0.6827652033001269,-0.9216502422769075
GDELT,Canada,US Ally,Economic sanction / tariff barrier,Canada imposes 100% surtax on Chinese-made EVs,shock,0.29534675842113445,0.39868231441619406
GDELT,France,Non-Ally,Strategic partnership upgrade,China-France comprehensive strategic partnership established,shock,-3.8166567135850777,-3.5222407995897846
GDELT,France,Non-Ally,Economic win-win cooperation,Airbus A320 final assembly line MoU signed,shock,2.8844872535533526,2.661978651157993
GDELT,France,Non-Ally,Economic win-win cooperation,Mega deals on aviation railways and nuclear power signed,shock,-0.33964829936016017,-0.31344791719397413
GDELT,France,Non-Ally,Diplomatic protest / friction,Olympic torch relay disrupted in Paris,shock,0.5359455373968128,0.4946028369431048
GDELT,France,Non-Ally,Diplomatic protest / friction,Sarkozy meets Dalai Lama in Poland,shock,0.7891124086676006,0.728240481093934
GDELT,France,Non-Ally,Strategic partnership upgrade,China-France joint communique restores ties,shock,2.045898356747332,1.8880782854531974
GDELT,France,Non-Ally,Economic win-win cooperation,Airbus cooperation agreements and aircraft orders,shock,-0.1265447264706847,-0.11678309892568262
GDELT,France,Non-Ally,Economic win-win cooperation,France applies to join AIIB as founding member,shock,0.7616760931720576,0.702920595895759
GDELT,France,Non-Ally,Economic win-win cooperation,China-France joint statement on third-party market cooperation,shock,-1.7187886477986616,-1.586201735041962
GDELT,France,Non-Ally,Economic win-win cooperation,China issues 4 billion euro sovereign bonds in Paris,shock,-1.3784882011668398,-1.272151977048575
GDELT,France,Non-Ally,Tech control / export restriction,French limits on Huawei 5G equipment,shock,0.5993581623579676,0.5531238283784239
GDELT,France,Non-Ally,Diplomatic protest / friction,China announces sanctions on relevant EU entities and personnel (including French MEP Raphaël Glucksmann),shock,0.036180064936190054,0.033389144063300735
GDELT,France,Non-Ally,Cultural / people-to-people cooperation,China-France joint statement on climate change,shock,-1.0296546457095621,-0.9502273520425537
GDELT,Germany,Non-Ally,Strategic partnership upgrade,Partnership with Global Responsibility established,shock,0.592645031076245,0.5447424000766332
GDELT,Germany,Non-Ally,Strategic partnership upgrade,Joint communiqué on advancing strategic partnership,shock,-1.4162443374974139,-1.3017713792390324
GDELT,Germany,Non-Ally,Strategic partnership upgrade,Comprehensive strategic partnership established,shock,-0.7695529566103757,-0.7073511167531805
GDELT,Germany,Non-Ally,Economic win-win cooperation,Germany applies to join AIIB as founding member,shock,-0.521078944078458,-0.4789608952111144
GDELT,Germany,Non-Ally,Economic sanction / tariff barrier,Midea acquires Kuka amid technology concerns,shock,0.9603037338490408,0.8826837876789329
GDELT,Germany,Non-Ally,Economic win-win cooperation,BMW to raise stake in BMW Brilliance Automotive JV to 75%,shock,-0.7534218557833601,-0.6925238692110407
GDELT,Germany,Non-Ally,Economic win-win cooperation,EU-China Comprehensive Agreement on Investment concluded,shock,0.6953011348417675,0.6391009611299397
GDELT,Germany,Non-Ally,Economic win-win cooperation,BMW acquires 75% stake in China joint venture as ownership caps lift,shock,-0.5294428519945964,-0.48664876068428464
GDELT,Germany,Non-Ally,Tech control / export restriction,Germany blocks Elmos Semiconductor fab sale to Chinese-owned Silex,shock,-0.011508716647853232,-0.010578483915014703
GDELT,Germany,Non-Ally,Negative strategic positioning,German government China strategy released,shock,0.5754791048286068,0.5289639705389797
GDELT,Germany,Non-Ally,Economic win-win cooperation,4th China-Germany High-Level Financial Dialogue held in Beijing,shock,1.1257424537652143,1.0347503378516079
GDELT,India,Non-Ally,Strategic partnership upgrade,India-China Declaration on Principles for Relations and Comprehensive Cooperation,shock,0.9690315683099642,1.3088869169740776
GDELT,India,Non-Ally,Strategic partnership upgrade,India-China Strategic Partnership and Boundary Political Parameters Agreement,shock,0.0712717500084562,0.0962679278845493
GDELT,India,Non-Ally,Military / security cooperation,India-China defence ministers MOU,shock,-0.35906871250442984,-0.48500003040297424
GDELT,India,Non-Ally,Military / security cooperation,China-India Hand-in-Hand 2007 joint anti-terror military training,shock,-0.7290823410839673,-0.9847835394113698
GDELT,India,Non-Ally,Sovereignty dispute,Depsang Standoff (Daulat Beg Oldi incursion),shock,0.5105389704679455,0.6895934053173793
GDELT,India,Non-Ally,Sovereignty dispute,Chumar-Demchok Standoff during Xi visit,shock,-0.0807930129812714,-0.1091284547711216
GDELT,India,Non-Ally,Sovereignty dispute,Doklam Standoff,shock,0.4805099703896232,0.6490327397852145
GDELT,India,Non-Ally,Military / security cooperation,Doklam Standoff Disengagement,shock,0.27414012659787923,0.3702855890932195
GDELT,India,Non-Ally,Sovereignty dispute,India revokes Article 370 in Kashmir; China expresses concern,shock,0.6107430373013659,0.8249406905813691
GDELT,India,Non-Ally,Tech control / export restriction,"India bans 59 Chinese apps (TikTok, WeChat, etc.)",shock,-0.129430035633197,-0.17482328320762286
GDELT,India,Non-Ally,Sovereignty dispute,Galwan Valley Clash,shock,-0.129430035633197,-0.17482328320762286
GDELT,India,Non-Ally,Military / security cooperation,Pangong Tso disengagement agreement,shock,0.4112276451090153,0.5554519606827497
GDELT,India,Non-Ally,Military / security cooperation,India-China patrolling agreement (Depsang/Demchok),shock,0.4363522385214613,0.5893881632661154
GDELT,Indonesia,Non-Ally,Strategic partnership upgrade,Strategic Partnership,shock,0.24681165900266955,0.3065857280959783
GDELT,Indonesia,Non-Ally,Detention / judicial dispute,Indonesia detains 75 Chinese fishermen,shock,-0.5334742060840674,-0.6626736295749249
GDELT,Indonesia,Non-Ally,Strategic partnership upgrade,China-Indonesia strategic partnership,shock,-0.9373873640979602,-1.1644084752367168
GDELT,Indonesia,Non-Ally,Economic win-win cooperation,Maritime Silk Road,shock,-0.9373873640979602,-1.1644084752367168
GDELT,Indonesia,Non-Ally,Economic win-win cooperation,Indonesia signs MoU to join AIIB as prospective founding member,shock,-0.27019522736836604,-0.33563244477803594
GDELT,Indonesia,Non-Ally,Economic win-win cooperation,Jokowi BRI Visit,shock,0.6485931187454834,0.8056726102492366
GDELT,Indonesia,Non-Ally,Economic win-win cooperation,Jakarta-Bandung HSR agreement,shock,-2.416969413214212,-3.0023230277301183
GDELT,Indonesia,Non-Ally,Sovereignty dispute,Natuna Fishing Dispute,shock,1.251553831937888,1.5546613331254284
GDELT,Indonesia,Non-Ally,Military / security cooperation,China participates in Indonesia-hosted Komodo-2018 multilateral naval exercise,shock,0.3402794516398917,0.4226900133432837
GDELT,Indonesia,Non-Ally,Sovereignty dispute,Indonesia deploys ships/jets to Natuna,shock,-1.4241069709596512,-1.769004245352527
GDELT,Indonesia,Non-Ally,Pandemic / disaster shock,COVID in Indonesia,shock,0.05259079627805763,0.0653274956021471
GDELT,Indonesia,Non-Ally,Pandemic / crisis aid,PLA Navy dispatched three salvage ships to assist Indonesia after the sinking of submarine KRI Nanggala-402,shock,0.8906172526306813,1.1063113467004566
GDELT,Indonesia,Non-Ally,Economic win-win cooperation,Jakarta-Bandung HSR starts operation,shock,0.4870352437556277,0.6049878495148655
GDELT,Iran,Non-Ally,Economic win-win cooperation,Sinopec signs US$70 billion Yadavaran oil and gas deal,shock,-0.2900339837949997,-0.3297697848822274
GDELT,Iran,Non-Ally,Economic sanction / tariff barrier,UNSC Resolution 1737 sanctions on Iran (China votes in favour),shock,0.7449394596872907,0.8469991073356269
GDELT,Iran,Non-Ally,Economic sanction / tariff barrier,UNSC Resolution 1929 fourth round sanctions on Iran (China votes in favour),shock,1.8368200058246347,2.0884715999911876
GDELT,Iran,Non-Ally,Strategic partnership upgrade,Joint Comprehensive Plan of Action (JCPOA) signed,shock,-0.21176912651807667,-0.24078233310039865
GDELT,Iran,Non-Ally,Economic sanction / tariff barrier,US withdraws from JCPOA and reimposes sanctions; China opposes unilateral sanctions,shock,-0.021240369714847496,-0.024150384241300227
GDELT,Iran,Non-Ally,Pandemic / crisis aid,China donates COVID-19 medical supplies to Iran,shock,0.6036475976717434,0.6863497022803576
GDELT,Iran,Non-Ally,Strategic partnership upgrade,China and Iran sign 25-year comprehensive cooperation plan,shock,0.3759899128452008,0.42750201564133716
GDELT,Iran,Non-Ally,Strategic partnership upgrade,China and Iran launch implementation of comprehensive cooperation plan,shock,0.3900119053310105,0.44344507646876785
GDELT,Iran,Non-Ally,Strategic partnership upgrade,China-brokered Saudi-Iran rapprochement restores diplomatic ties,shock,0.7226831035078591,0.8216935424720937
GDELT,Iran,Non-Ally,Multilateral / third-party meeting,Iran officially becomes full member of Shanghai Cooperation Organization,shock,-1.8551018245305784,-2.1092581000524224
GDELT,Italy,Non-Ally,Strategic partnership upgrade,Comprehensive strategic partnership established,shock,2.85069555967342,3.8864055851183217
GDELT,Italy,Non-Ally,Cultural / people-to-people cooperation,Italy-China cultural cooperation programme,shock,0.9448128245100333,1.2880806670523146
GDELT,Italy,Non-Ally,Economic win-win cooperation,ChemChina agrees to acquire Pirelli,shock,1.0684233928582985,1.4566012239312058
GDELT,Italy,Non-Ally,Strategic partnership upgrade,Belt and Road Initiative MoU signed,shock,0.3459427497582288,0.4716301010219397
GDELT,Italy,Non-Ally,Economic win-win cooperation,Deals worth 2.5 billion euros signed,shock,0.3459427497582288,0.4716301010219397
GDELT,Italy,Non-Ally,Pandemic / crisis aid,China sends COVID-19 medical aid and experts,shock,0.7781002684929066,1.0607983791855111
GDELT,Italy,Non-Ally,Tech control / export restriction,Italy blocks Fastweb-Huawei 5G core deal (de-facto restriction),shock,-0.8682798898136429,-1.1837419123086752
GDELT,Italy,Non-Ally,Economic win-win cooperation,Italy and China agree on second round of third-party market cooperation projects,shock,0.433024936902554,0.5903508452745445
GDELT,Italy,Non-Ally,Multilateral / third-party meeting,Italy-China Intergovernmental Committee meeting,shock,0.5610625341887601,0.7649068519690121
GDELT,Italy,Non-Ally,Policy shift / domestic politics,Italy withdraws from Belt and Road Initiative,shock,-0.23668946885210235,-0.3226830976615691
GDELT,Italy,Non-Ally,Strategic partnership upgrade,2024-2027 action plan on strengthening comprehensive strategic partnership,shock,-0.3167795092848285,-0.4318713199513453
GDELT,Japan,US Ally,Diplomatic protest / friction,Anti-Japanese protests across major Chinese cities,shock,1.1955167897886296,1.091529088529498
GDELT,Japan,US Ally,Sovereignty dispute,Senkaku/Diaoyu fishing boat standoff,shock,0.8398512312863584,0.7667998114425931
GDELT,Japan,US Ally,Strategic partnership upgrade,China-Japan Joint Statement on strategic mutually beneficial relations,shock,1.240711468546571,1.1327926717199617
GDELT,Japan,US Ally,Strategic partnership upgrade,China and Japan hold 10th round of strategic dialogue in Beijing,shock,-0.2976641098420908,-0.2717728745251051
GDELT,Japan,US Ally,Multilateral / third-party meeting,"Fifth round of trilateral senior foreign affairs officials' consultation of China, Japan and the ROK in Jeju",shock,-1.3863352573344934,-1.2657499022679293
GDELT,Japan,US Ally,Sovereignty dispute,Senkaku Boat Collision,shock,0.19194768701293674,0.17525181213692476
GDELT,Japan,US Ally,Sovereignty dispute,Nationalization of Senkaku,shock,-0.12876910550943677,-0.11756859089559471
GDELT,Japan,US Ally,Sovereignty dispute,China declares East China Sea ADIZ,shock,-0.13676716545388556,-0.12487096854159374
GDELT,Japan,US Ally,Policy shift / domestic politics,Japan allows collective self-defense,shock,0.8338265080403826,0.7612991269440634
GDELT,Japan,US Ally,Sovereignty dispute,Japan protests China ECS gas drilling,shock,0.25803031882854743,0.2355864853840289
GDELT,Japan,US Ally,Military / security cooperation,China-Japan maritime liaison starts,shock,-1.7388528369411753,-1.587605016010612
GDELT,Japan,US Ally,Economic win-win cooperation,RCEP Signed,shock,-0.6952254000620951,-0.6347537347313228
GDELT,Japan,US Ally,Diplomatic protest / friction,Japan approves Fukushima water release,shock,-0.8817319334144884,-0.8050376722667606
GDELT,Japan,US Ally,Sovereignty dispute,Taiwan Tensions,shock,1.3052540540307962,1.1917212539922268
GDELT,Japan,US Ally,Negative strategic positioning,Japanese PM Takaichi links Taiwan contingency to 'survival-threatening situation',shock,-1.087437759822914,-0.9928509218360064
GDELT,Malaysia,Non-Ally,Strategic partnership upgrade,China-Malaysia Joint Communique on strategic cooperation,shock,-0.6741701059038869,-0.5460864341134151
GDELT,Malaysia,Non-Ally,Strategic partnership upgrade,China-Malaysia comprehensive strategic partnership established,shock,-0.5348306553952302,-0.4332196917389866
GDELT,Malaysia,Non-Ally,Pandemic / disaster shock,Malaysia Airlines Flight MH370 disappearance,shock,0.7627347515298151,0.6178249331878257
GDELT,Malaysia,Non-Ally,Military / security cooperation,China-Malaysia Littoral Mission Ships defense deal,shock,-0.6322597527642069,-0.512138510439468
GDELT,Malaysia,Non-Ally,Policy shift / domestic politics,Malaysia suspends China-backed East Coast Rail Link project,shock,1.0195105204988664,0.8258166000017055
GDELT,Malaysia,Non-Ally,Economic win-win cooperation,East Coast Rail Link reinstated at reduced cost,shock,-1.102588751993458,-0.8931110332493855
GDELT,Malaysia,Non-Ally,Pandemic / crisis aid,Xi-Mahathir phone call on COVID-19 cooperation,shock,-0.9557939159458659,-0.7742053329498807
GDELT,Malaysia,Non-Ally,Sovereignty dispute,Chinese survey ship Haiyang Dizhi 8 tags Malaysian drillship West Capella in South China Sea,shock,-0.0207863204959845,-0.016837186251045355
GDELT,Malaysia,Non-Ally,Cultural / people-to-people cooperation,China-Malaysia reciprocal visa-free entry policy,shock,0.3778291925580351,0.306046492808127
GDELT,Malaysia,Non-Ally,Strategic partnership upgrade,Joint Statement on Deepening Comprehensive Strategic Partnership towards Community with Shared Future,shock,-0.22977629441828773,-0.1861217460754121
GDELT,Malaysia,Non-Ally,Strategic partnership upgrade,Joint Statement on High-level Strategic China-Malaysia Community with Shared Future,shock,1.007493948329739,0.8160830223947493
GDELT,Mexico,Non-Ally,Economic sanction / tariff barrier,Mexico requests WTO consultations on Chinese industrial subsidy programs,shock,-0.5790187407920546,-0.7929017412577157
GDELT,Mexico,Non-Ally,Economic sanction / tariff barrier,Transitional trade remedy measure replaces anti-dumping duties on Chinese goods,shock,0.05581233651391135,0.07642878492154881
GDELT,Mexico,Non-Ally,Policy shift / domestic politics,Mexico cancels USD 3.7 billion Chinese-led bullet train contract,shock,-0.11781388856857125,-0.16133301188589866
GDELT,Mexico,Non-Ally,Pandemic / crisis aid,China sends COVID-19 medical supplies and ventilators to Mexico,shock,0.49414935244962366,0.6766825568766734
GDELT,Mexico,Non-Ally,Pandemic / crisis aid,First shipment of Chinese Sinovac COVID-19 vaccine arrives in Mexico City,shock,-0.7235763358050599,-0.9908572834929257
GDELT,Mexico,Non-Ally,Policy shift / domestic politics,"Mexico amends Mining Law to nationalize lithium, affecting Ganfeng concessions",shock,0.3770474463678135,0.5163245257879865
GDELT,Mexico,Non-Ally,Economic sanction / tariff barrier,Mexico raises tariffs on 392 Chinese product lines via presidential decree,shock,-1.21832716384206,-1.6683634942636034
GDELT,Mexico,Non-Ally,Economic sanction / tariff barrier,Mexico expands tariffs to 544 product lines with rates up to 50 percent,shock,-0.5498475688578696,-0.7529550670110351
GDELT,Mexico,Non-Ally,Economic sanction / tariff barrier,Mexico imposes additional 15-35 percent duties on 155 textile and apparel items,shock,0.16899695328835504,0.2314225241592116
GDELT,Mexico,Non-Ally,Economic sanction / tariff barrier,"Mexico enacts permanent tariffs on 1,463 products affecting Chinese imports",shock,-0.04266532627199008,-0.05842541719135608
GDELT,Netherlands,Non-Ally,Strategic partnership upgrade,Open and pragmatic comprehensive partnership established,shock,0.31626890969058985,0.5402557818557767
GDELT,Netherlands,Non-Ally,Diplomatic protest / friction,22 countries including the Netherlands send joint UNHRC letter criticizing China's Xinjiang policy,shock,-0.26097873409232764,-0.44580818953313783
GDELT,Netherlands,Non-Ally,Pandemic / disaster shock,"Netherlands recalls 600,000 face masks purchased from China",shock,0.8760727368751052,1.4965219372527927
GDELT,Netherlands,Non-Ally,Tech control / export restriction,Netherlands announces export controls on advanced semiconductor equipment,shock,-0.10451949185575436,-0.17854192448742978
GDELT,Philippines,US Ally,Sovereignty dispute,"Tripartite Joint Marine Seismic Undertaking (JMSU) signed in Manila by China, Philippines and Vietnam",shock,-0.8944179626658579,-1.402653154746405
GDELT,Philippines,US Ally,Economic win-win cooperation,China and Philippines sign MOU on broadening agriculture and fisheries cooperation,shock,-0.5622518641242993,-0.8817402868625326
GDELT,Philippines,US Ally,Sovereignty dispute,Philippines signs Republic Act 9522 baselines law; China protests,shock,0.02291863360945612,0.035941690659884784
GDELT,Philippines,US Ally,Sovereignty dispute,Chinese patrol boats harass Philippine survey vessel at Reed Bank,shock,0.12441458399749583,0.19511069323832864
GDELT,Philippines,US Ally,Sovereignty dispute,Scarborough Shoal standoff,shock,0.06971528119853632,0.10932960113603118
GDELT,Philippines,US Ally,Sovereignty dispute,Philippines files SCS arbitration,shock,-0.21819276503295826,-0.34217645775373984
GDELT,Philippines,US Ally,Sovereignty dispute,South China Sea tribunal ruling,shock,1.0792627708817788,1.692532343453415
GDELT,Philippines,US Ally,Strategic partnership upgrade,China-Philippines BCM launched,shock,0.3702428256702138,0.5806259367831595
GDELT,Philippines,US Ally,Economic win-win cooperation,Philippines-China MoU on oil and gas development in West Philippine Sea,shock,-0.2656949018137717,-0.41667073760274026
GDELT,Philippines,US Ally,Sovereignty dispute,Reed Bank/Gem-Ver collision,shock,-0.1228115091161163,-0.1925967029859865
GDELT,Philippines,US Ally,Sovereignty dispute,US Base Expansion,shock,-1.287052878251735,-2.018395040529466
GDELT,Philippines,US Ally,Sovereignty dispute,Second Thomas Shoal water cannon,shock,-0.959279193595029,-1.504370488231494
GDELT,Russia,Non-Ally,Strategic partnership upgrade,Supplementary agreement on China-Russia eastern border signed,shock,-2.226757209015033,-1.7861486929662367
GDELT,Russia,Non-Ally,Military / security cooperation,Peace Mission 2005 joint military exercise,shock,-0.3739686032012264,-0.29997142441664826
GDELT,Russia,Non-Ally,Cultural / people-to-people cooperation,Russia Year in China launched,shock,-0.5115474534894331,-0.4103275434525333
GDELT,Russia,Non-Ally,Strategic partnership upgrade,Heixiazi Island handover and border marker unveiling,shock,1.372871812858126,1.1012216258778373
GDELT,Russia,Non-Ally,Diplomatic protest / friction,New Star cargo ship sunk by Russian coast guard,shock,-0.21562833029405531,-0.1729619460810372
GDELT,Russia,Non-Ally,Economic win-win cooperation,China-Russia crude oil pipeline completed,shock,-2.27139091836447,-1.8219507289017105
GDELT,Russia,Non-Ally,Strategic partnership upgrade,Treaty of Good-Neighborliness 10th anniversary joint statement,shock,-0.20592367952062696,-0.16517755484858654
GDELT,Russia,Non-Ally,Diplomatic protest / friction,Russian coast guard fires on Chinese fishing vessel,shock,0.18538034946681203,0.14869913413157176
GDELT,Russia,Non-Ally,Economic win-win cooperation,East-route gas supply contract signed,shock,-0.22236087663280202,-0.17836232327285773
GDELT,Russia,Non-Ally,Strategic partnership upgrade,Joint statement on Silk Road Economic Belt and EEU alignment,shock,-0.8111206453610077,-0.6506241788211558
GDELT,Russia,Non-Ally,Strategic partnership upgrade,Relations elevated to comprehensive strategic partnership of coordination for a new era,shock,0.14969842215731033,0.12007759085403846
GDELT,Russia,Non-Ally,Economic win-win cooperation,Power of Siberia gas pipeline begins deliveries,shock,-0.8182775286901428,-0.6563649294302898
GDELT,Russia,Non-Ally,Strategic partnership upgrade,Joint statement on international relations entering a new era,shock,-0.05410121966118886,-0.043396209696546006
GDELT,Saudi Arabia,Non-Ally,Strategic partnership upgrade,China and Saudi Arabia establish comprehensive strategic partnership,shock,-0.37032433799730724,-0.5377650246245247
GDELT,Saudi Arabia,Non-Ally,Pandemic / crisis aid,Saudi Arabia donates over US$60 million for Wenchuan earthquake relief,shock,0.17086713577106863,0.24812403627686708
GDELT,Saudi Arabia,Non-Ally,Strategic partnership upgrade,China and Saudi Arabia establish strategic friendly relations,shock,0.2497156465119773,0.3626235896940133
GDELT,Saudi Arabia,Non-Ally,Pandemic / disaster shock,Mina Hajj stampede kills Chinese pilgrims,shock,0.5492823194400462,0.7976381504842931
GDELT,Saudi Arabia,Non-Ally,Security threat,Abqaiq-Khurais attack disrupts Saudi oil supply,shock,-0.8352784823060811,-1.2129463486921335
GDELT,Saudi Arabia,Non-Ally,Pandemic / disaster shock,COVID-19 pandemic and oil price war slash China oil demand,shock,1.2230127470911123,1.7759931297314355
GDELT,Saudi Arabia,Non-Ally,Economic win-win cooperation,Saudi Arabia becomes Chinese group tourism destination,shock,0.2581463357379148,0.37486618175184594
GDELT,Saudi Arabia,Non-Ally,Economic win-win cooperation,Saudi Aramco acquires 10% stake in Rongsheng Petrochemical,shock,-0.31866433137195677,-0.4627471500629379
GDELT,Saudi Arabia,Non-Ally,Economic win-win cooperation,PBOC and SAMA sign bilateral currency swap agreement,shock,-0.10442259422176237,-0.15163685772505486
GDELT,Saudi Arabia,Non-Ally,Cultural / people-to-people cooperation,China launches unilateral visa-free trial for Saudi citizens,shock,-0.37435239747949384,-0.5436143552905608
GDELT,Saudi Arabia,Non-Ally,Cultural / people-to-people cooperation,China and Saudi Arabia sign mutual visa exemption for diplomatic passport holders,shock,0.03471928278243677,0.05041746934974256
GDELT,Singapore,Non-Ally,Economic win-win cooperation,Joint Council for Bilateral Cooperation launched,shock,-0.1549350562960573,-0.14822713518874409
GDELT,Singapore,Non-Ally,Sovereignty dispute,Deputy PM Lee Hsien Loong visit to Taiwan sparks Chinese protest,shock,-0.7126524182487095,-0.6817980957162177
GDELT,Singapore,Non-Ally,Economic win-win cooperation,Tianjin Eco-City Framework Agreement signed,shock,-0.008523038865824395,-0.008154033466573285
GDELT,Singapore,Non-Ally,Economic win-win cooperation,China-Singapore Free Trade Agreement signed,shock,0.1464016712154318,0.1400632034472633
GDELT,Singapore,Non-Ally,Economic win-win cooperation,Singapore and China establish bilateral currency swap arrangement,shock,-0.13202625873762563,-0.12631017518056797
GDELT,Singapore,Non-Ally,Detention / judicial dispute,Singapore military vehicles detained in Hong Kong,shock,-0.5645422015388868,-0.5401003183382536
GDELT,Singapore,Non-Ally,Economic win-win cooperation,China-Singapore Chongqing Connectivity Initiative Southern Transport Corridor launched,shock,0.8447347575849095,0.8081619234830051
GDELT,Singapore,Non-Ally,Economic win-win cooperation,China-Singapore FTA upgrade protocol signed,shock,-0.3951879046914811,-0.37807822434793503
GDELT,Singapore,Non-Ally,Strategic partnership upgrade,Relations elevated to all-round high-quality future-oriented partnership,shock,-0.5074935926916064,-0.48552163189961317
GDELT,Singapore,Non-Ally,Cultural / people-to-people cooperation,30-day mutual visa exemption,shock,-1.1421154417791937,-1.0926674958975364
GDELT,Singapore,Non-Ally,Economic win-win cooperation,China-Singapore FTA further upgraded,shock,-1.0380879341466425,-0.993143864475261
