db,country,event_date,event_name,category_4,post_month,baseline,shock
GDELT,Australia,2007-09-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,3,0.24332288883993117,1.1252229601543615
GDELT,Australia,2007-09-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,6,0.24332288883993117,-1.0605551762315055
GDELT,Australia,2007-09-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,12,0.24332288883993117,1.0266639153969905
GDELT,Australia,2008-04-01,Rudd at PKU,Third-party meeting,0,0.47586897034914283,0.22999378185775637
GDELT,Australia,2008-04-01,Rudd at PKU,Third-party meeting,1,0.47586897034914283,0.40018300964755643
GDELT,Australia,2008-04-01,Rudd at PKU,Third-party meeting,2,0.47586897034914283,0.41099726708909995
GDELT,Australia,2008-04-01,Rudd at PKU,Third-party meeting,3,0.47586897034914283,-0.05263105901586873
GDELT,Australia,2008-04-01,Rudd at PKU,Third-party meeting,6,0.47586897034914283,0.76762594081877
GDELT,Australia,2008-04-01,Rudd at PKU,Third-party meeting,12,0.47586897034914283,1.2986854298735888
GDELT,Australia,2009-11-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,0,1.0602341849030612,0.5839956423149031
GDELT,Australia,2009-11-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,1,1.0602341849030612,-0.6013028498213604
GDELT,Australia,2009-11-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,2,1.0602341849030612,-0.6808377056180213
GDELT,Australia,2009-11-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,3,1.0602341849030612,-0.19986090138966972
GDELT,Australia,2009-11-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,6,1.0602341849030612,-0.572022009181973
GDELT,Australia,2009-11-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,12,1.0602341849030612,0.01729745490653989
GDELT,Australia,2011-04-01,Official visit to China,Partner inbound visit,0,1.1146997201381794,1.038339775320117
GDELT,Australia,2011-04-01,Official visit to China,Partner inbound visit,1,1.1146997201381794,-0.28094081589141706
GDELT,Australia,2011-04-01,Official visit to China,Partner inbound visit,2,1.1146997201381794,0.4164236455506838
GDELT,Australia,2011-04-01,Official visit to China,Partner inbound visit,3,1.1146997201381794,0.35483958434767504
GDELT,Australia,2011-04-01,Official visit to China,Partner inbound visit,6,1.1146997201381794,-0.5265384937259558
GDELT,Australia,2011-04-01,Official visit to China,Partner inbound visit,12,1.1146997201381794,-0.8614176356673362
GDELT,Australia,2012-09-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,0,0.8036399256086278,-0.29434057292503313
GDELT,Australia,2012-09-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,1,0.8036399256086278,0.571229797986233
GDELT,Australia,2012-09-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,2,0.8036399256086278,0.42428209393085303
GDELT,Australia,2012-09-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,3,0.8036399256086278,0.5568285415313744
GDELT,Australia,2012-09-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,6,0.8036399256086278,0.3306182923294442
GDELT,Australia,2012-09-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,12,0.8036399256086278,1.0444731847647675
GDELT,Australia,2013-04-01,Official visit to China,Partner inbound visit,0,0.8128837420747163,1.6559819659892514
GDELT,Australia,2013-04-01,Official visit to China,Partner inbound visit,1,0.8128837420747163,0.6847957410941928
GDELT,Australia,2013-04-01,Official visit to China,Partner inbound visit,2,0.8128837420747163,0.6560671112902193
GDELT,Australia,2013-04-01,Official visit to China,Partner inbound visit,3,0.8128837420747163,0.6160917599366597
GDELT,Australia,2013-04-01,Official visit to China,Partner inbound visit,6,0.8128837420747163,0.5843595351607126
GDELT,Australia,2013-04-01,Official visit to China,Partner inbound visit,12,0.8128837420747163,0.42899994720887535
GDELT,Australia,2013-10-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,0,1.6054741326392574,-0.20823085540382857
GDELT,Australia,2013-10-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,1,1.6054741326392574,-0.6331522225850982
GDELT,Australia,2013-10-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,2,1.6054741326392574,0.1971935380704095
GDELT,Australia,2013-10-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,3,1.6054741326392574,0.3869151364867647
GDELT,Australia,2013-10-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,6,1.6054741326392574,-0.3635904433556658
GDELT,Australia,2013-10-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,12,1.6054741326392574,-0.46467549210137293
GDELT,Australia,2014-11-01,State visit to Australia,Chinese outbound visit,0,0.9401407755654023,0.873469356546065
GDELT,Australia,2014-11-01,State visit to Australia,Chinese outbound visit,1,0.9401407755654023,-0.26119105415047694
GDELT,Australia,2014-11-01,State visit to Australia,Chinese outbound visit,2,0.9401407755654023,0.008685212402365083
GDELT,Australia,2014-11-01,State visit to Australia,Chinese outbound visit,3,0.9401407755654023,0.7994536288667642
GDELT,Australia,2014-11-01,State visit to Australia,Chinese outbound visit,6,0.9401407755654023,0.39379483553760974
GDELT,Australia,2014-11-01,State visit to Australia,Chinese outbound visit,12,0.9401407755654023,0.5201914286353759
GDELT,Australia,2016-04-01,Official visit to China,Partner inbound visit,0,0.7566478231699593,0.033925159384811665
GDELT,Australia,2016-04-01,Official visit to China,Partner inbound visit,1,0.7566478231699593,0.5660156210128223
GDELT,Australia,2016-04-01,Official visit to China,Partner inbound visit,2,0.7566478231699593,-0.10409112439303969
GDELT,Australia,2016-04-01,Official visit to China,Partner inbound visit,3,0.7566478231699593,-0.11691153074987726
GDELT,Australia,2016-04-01,Official visit to China,Partner inbound visit,6,0.7566478231699593,-1.1600800652986343
GDELT,Australia,2016-04-01,Official visit to China,Partner inbound visit,12,0.7566478231699593,-0.13731203228065902
GDELT,Australia,2017-03-01,Official visit to Australia,Chinese outbound visit,0,1.1375621923517614,0.027530928959324852
GDELT,Australia,2017-03-01,Official visit to Australia,Chinese outbound visit,1,1.1375621923517614,-0.5182264014624611
GDELT,Australia,2017-03-01,Official visit to Australia,Chinese outbound visit,2,1.1375621923517614,-0.2343197081144066
GDELT,Australia,2017-03-01,Official visit to Australia,Chinese outbound visit,3,1.1375621923517614,-1.0999656207113884
GDELT,Australia,2017-03-01,Official visit to Australia,Chinese outbound visit,6,1.1375621923517614,0.13355886430965103
GDELT,Australia,2017-03-01,Official visit to Australia,Chinese outbound visit,12,1.1375621923517614,-0.595870657486562
GDELT,Australia,2018-11-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,0,0.33472908871869755,0.3814408096720552
GDELT,Australia,2018-11-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,1,0.33472908871869755,0.08635397878660633
GDELT,Australia,2018-11-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,2,0.33472908871869755,-0.1651873914311377
GDELT,Australia,2018-11-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,3,0.33472908871869755,-0.4991947272275219
GDELT,Australia,2018-11-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,6,0.33472908871869755,-0.017311849605096796
GDELT,Australia,2018-11-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,12,0.33472908871869755,-0.012027833973796476
GDELT,Australia,2022-11-01,Bilateral meeting on sidelines of G20 summit,Third-party meeting,0,0.29817513947967456,0.6838672578356438
GDELT,Australia,2022-11-01,Bilateral meeting on sidelines of G20 summit,Third-party meeting,1,0.29817513947967456,0.19218578300025513
GDELT,Australia,2022-11-01,Bilateral meeting on sidelines of G20 summit,Third-party meeting,2,0.29817513947967456,0.3528875185986813
GDELT,Australia,2022-11-01,Bilateral meeting on sidelines of G20 summit,Third-party meeting,3,0.29817513947967456,0.3244327998870524
GDELT,Australia,2022-11-01,Bilateral meeting on sidelines of G20 summit,Third-party meeting,6,0.29817513947967456,0.07457921457993066
GDELT,Australia,2022-11-01,Bilateral meeting on sidelines of G20 summit,Third-party meeting,12,0.29817513947967456,-0.19606302329935765
GDELT,Australia,2023-11-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,0,0.5068786023431293,-0.4047664861628124
GDELT,Australia,2023-11-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,1,0.5068786023431293,-0.1321064525861153
GDELT,Australia,2023-11-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,2,0.5068786023431293,0.3270713238249041
GDELT,Australia,2023-11-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,3,0.5068786023431293,-0.6418325886295537
GDELT,Australia,2023-11-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,6,0.5068786023431293,-0.09362292830151081
GDELT,Australia,2023-11-01,Bilateral meeting on sidelines of APEC summit,Third-party meeting,12,0.5068786023431293,0.3269002217423289
GDELT,Australia,2024-06-01,Official visit to Australia,Chinese outbound visit,0,0.7783974635984853,-0.37891694018598565
GDELT,Australia,2024-06-01,Official visit to Australia,Chinese outbound visit,1,0.7783974635984853,0.33873978597201193
GDELT,Australia,2024-06-01,Official visit to Australia,Chinese outbound visit,2,0.7783974635984853,-0.046263065823718974
GDELT,Australia,2024-06-01,Official visit to Australia,Chinese outbound visit,3,0.7783974635984853,-0.3503563902334802
GDELT,Australia,2024-06-01,Official visit to Australia,Chinese outbound visit,6,0.7783974635984853,0.3220876602987387
GDELT,Australia,2024-06-01,Official visit to Australia,Chinese outbound visit,12,0.7783974635984853,-0.6253145614322632
GDELT,Australia,2024-11-01,Xi-Albanese bilateral meeting on sidelines of G20 summit,Third-party meeting,0,0.5995885475445508,0.2341902765409074
GDELT,Australia,2024-11-01,Xi-Albanese bilateral meeting on sidelines of G20 summit,Third-party meeting,1,0.5995885475445508,0.5008965763526732
GDELT,Australia,2024-11-01,Xi-Albanese bilateral meeting on sidelines of G20 summit,Third-party meeting,2,0.5995885475445508,-0.09760139052502836
GDELT,Australia,2024-11-01,Xi-Albanese bilateral meeting on sidelines of G20 summit,Third-party meeting,3,0.5995885475445508,-0.9750732276088296
GDELT,Australia,2024-11-01,Xi-Albanese bilateral meeting on sidelines of G20 summit,Third-party meeting,6,0.5995885475445508,0.31236474084630395
GDELT,Australia,2024-11-01,Xi-Albanese bilateral meeting on sidelines of G20 summit,Third-party meeting,12,0.5995885475445508,-0.18199273386258952
GDELT,Australia,2025-07-01,Albanese official visit to China,Partner inbound visit,0,0.4667339832672847,0.6038836057202304
GDELT,Australia,2025-07-01,Albanese official visit to China,Partner inbound visit,1,0.4667339832672847,-0.6574881489656537
GDELT,Australia,2025-07-01,Albanese official visit to China,Partner inbound visit,2,0.4667339832672847,-0.32555463476371455
GDELT,Australia,2025-07-01,Albanese official visit to China,Partner inbound visit,3,0.4667339832672847,0.05838126660607418
GDELT,Belgium,2002-03-01,Prime Minister Verhofstadt visits China,Partner inbound visit,0,4.34618615611762,-2.334416968978349
GDELT,Belgium,2002-03-01,Prime Minister Verhofstadt visits China,Partner inbound visit,1,4.34618615611762,-2.9119310228600703
GDELT,Belgium,2002-03-01,Prime Minister Verhofstadt visits China,Partner inbound visit,2,4.34618615611762,-3.4638127067209243
GDELT,Belgium,2002-03-01,Prime Minister Verhofstadt visits China,Partner inbound visit,3,4.34618615611762,-4.346186156117618
GDELT,Belgium,2002-03-01,Prime Minister Verhofstadt visits China,Partner inbound visit,6,4.34618615611762,-0.6276774203401394
GDELT,Belgium,2002-03-01,Prime Minister Verhofstadt visits China,Partner inbound visit,12,4.34618615611762,-6.6487753125446485
GDELT,Belgium,2004-11-01,Crown Prince Philippe visits China,Partner inbound visit,0,2.668018519638315,0.805031566351674
GDELT,Belgium,2004-11-01,Crown Prince Philippe visits China,Partner inbound visit,1,2.668018519638315,2.0319814803616825
GDELT,Belgium,2004-11-01,Crown Prince Philippe visits China,Partner inbound visit,2,2.668018519638315,-1.6347773525951994
GDELT,Belgium,2004-11-01,Crown Prince Philippe visits China,Partner inbound visit,3,2.668018519638315,-4.520913977232312
GDELT,Belgium,2004-11-01,Crown Prince Philippe visits China,Partner inbound visit,6,2.668018519638315,-0.04433241321155856
GDELT,Belgium,2004-11-01,Crown Prince Philippe visits China,Partner inbound visit,12,2.668018519638315,-4.668018519638314
GDELT,Belgium,2007-06-01,Crown Prince Philippe visits China,Partner inbound visit,0,1.9975218303606783,-0.32601867224472114
GDELT,Belgium,2007-06-01,Crown Prince Philippe visits China,Partner inbound visit,1,1.9975218303606783,-0.6976493063113156
GDELT,Belgium,2007-06-01,Crown Prince Philippe visits China,Partner inbound visit,2,1.9975218303606783,-3.2844089919657597
GDELT,Belgium,2007-06-01,Crown Prince Philippe visits China,Partner inbound visit,3,1.9975218303606783,-0.9288387754757923
GDELT,Belgium,2007-06-01,Crown Prince Philippe visits China,Partner inbound visit,6,1.9975218303606783,-0.3199948539310351
GDELT,Belgium,2007-06-01,Crown Prince Philippe visits China,Partner inbound visit,12,1.9975218303606783,0.33156862981131363
GDELT,Belgium,2008-08-01,PM Leterme attends Beijing Olympics closing ceremony,Third-party meeting,0,2.202554283294538,-1.2178953848006548
GDELT,Belgium,2008-08-01,PM Leterme attends Beijing Olympics closing ceremony,Third-party meeting,1,2.202554283294538,1.2623385738570958
GDELT,Belgium,2008-08-01,PM Leterme attends Beijing Olympics closing ceremony,Third-party meeting,2,2.202554283294538,-2.928112729924245
GDELT,Belgium,2008-08-01,PM Leterme attends Beijing Olympics closing ceremony,Third-party meeting,3,2.202554283294538,-3.3745407267487595
GDELT,Belgium,2008-08-01,PM Leterme attends Beijing Olympics closing ceremony,Third-party meeting,6,2.202554283294538,-1.2722223408541788
GDELT,Belgium,2008-08-01,PM Leterme attends Beijing Olympics closing ceremony,Third-party meeting,12,2.202554283294538,-3.8444513969477656
GDELT,Belgium,2008-10-01,PM Leterme attends 7th ASEM Summit,Third-party meeting,0,2.2915903326039473,-3.017148779233654
GDELT,Belgium,2008-10-01,PM Leterme attends 7th ASEM Summit,Third-party meeting,1,2.2915903326039473,-3.4635767760581686
GDELT,Belgium,2008-10-01,PM Leterme attends 7th ASEM Summit,Third-party meeting,2,2.2915903326039473,-1.2375176111923396
GDELT,Belgium,2008-10-01,PM Leterme attends 7th ASEM Summit,Third-party meeting,3,2.2915903326039473,-1.8933982525677457
GDELT,Belgium,2008-10-01,PM Leterme attends 7th ASEM Summit,Third-party meeting,6,2.2915903326039473,-0.42132343801411487
GDELT,Belgium,2008-10-01,PM Leterme attends 7th ASEM Summit,Third-party meeting,12,2.2915903326039473,-1.3083760015991892
GDELT,Belgium,2010-05-01,PM Leterme visits Shanghai World Expo,Partner inbound visit,0,2.668949456100551,-0.04118121737242797
GDELT,Belgium,2010-05-01,PM Leterme visits Shanghai World Expo,Partner inbound visit,1,2.668949456100551,0.3326363946286981
GDELT,Belgium,2010-05-01,PM Leterme visits Shanghai World Expo,Partner inbound visit,2,2.668949456100551,-2.1019943399027796
GDELT,Belgium,2010-05-01,PM Leterme visits Shanghai World Expo,Partner inbound visit,3,2.668949456100551,-1.7695126172778566
GDELT,Belgium,2010-05-01,PM Leterme visits Shanghai World Expo,Partner inbound visit,6,2.668949456100551,-0.9558264796396103
GDELT,Belgium,2010-05-01,PM Leterme visits Shanghai World Expo,Partner inbound visit,12,2.668949456100551,-1.1671170772244968
GDELT,Belgium,2010-06-01,Crown Prince Philippe visits China,Partner inbound visit,0,2.578427932900262,0.42315791782898726
GDELT,Belgium,2010-06-01,Crown Prince Philippe visits China,Partner inbound visit,1,2.578427932900262,-2.0114728167024905
GDELT,Belgium,2010-06-01,Crown Prince Philippe visits China,Partner inbound visit,2,2.578427932900262,-1.6789910940775674
GDELT,Belgium,2010-06-01,Crown Prince Philippe visits China,Partner inbound visit,3,2.578427932900262,-0.5789420736849249
GDELT,Belgium,2010-06-01,Crown Prince Philippe visits China,Partner inbound visit,6,2.578427932900262,-3.269693846648592
GDELT,Belgium,2010-06-01,Crown Prince Philippe visits China,Partner inbound visit,12,2.578427932900262,-2.591650800750934
GDELT,Belgium,2011-10-01,Crown Prince Philippe visits China,Partner inbound visit,0,1.5181704523573447,0.5541049842721553
GDELT,Belgium,2011-10-01,Crown Prince Philippe visits China,Partner inbound visit,1,1.5181704523573447,1.122812715087144
GDELT,Belgium,2011-10-01,Crown Prince Philippe visits China,Partner inbound visit,2,1.5181704523573447,-0.1762849863293272
GDELT,Belgium,2011-10-01,Crown Prince Philippe visits China,Partner inbound visit,3,1.5181704523573447,-0.5648706142826672
GDELT,Belgium,2011-10-01,Crown Prince Philippe visits China,Partner inbound visit,6,1.5181704523573447,-0.011841439079804728
GDELT,Belgium,2011-10-01,Crown Prince Philippe visits China,Partner inbound visit,12,1.5181704523573447,-1.3935168595017309
GDELT,Belgium,2013-09-01,PM Di Rupo attends Summer Davos in Dalian,Partner inbound visit,0,1.0444416654325763,0.029123442838211888
GDELT,Belgium,2013-09-01,PM Di Rupo attends Summer Davos in Dalian,Partner inbound visit,1,1.0444416654325763,1.1119170844723592
GDELT,Belgium,2013-09-01,PM Di Rupo attends Summer Davos in Dalian,Partner inbound visit,2,1.0444416654325763,0.43509083164758655
GDELT,Belgium,2013-09-01,PM Di Rupo attends Summer Davos in Dalian,Partner inbound visit,3,1.0444416654325763,1.8495659023976583
GDELT,Belgium,2013-09-01,PM Di Rupo attends Summer Davos in Dalian,Partner inbound visit,6,1.0444416654325763,1.4293336346622667
GDELT,Belgium,2013-09-01,PM Di Rupo attends Summer Davos in Dalian,Partner inbound visit,12,1.0444416654325763,1.461264839485229
GDELT,Belgium,2014-03-01,President Xi Jinping pays state visit to Belgium,Chinese outbound visit,0,2.2743736299181925,0.19940167017665056
GDELT,Belgium,2014-03-01,President Xi Jinping pays state visit to Belgium,Chinese outbound visit,1,2.2743736299181925,2.6540343561395887
GDELT,Belgium,2014-03-01,President Xi Jinping pays state visit to Belgium,Chinese outbound visit,2,2.2743736299181925,-1.7903522798889386
GDELT,Belgium,2014-03-01,President Xi Jinping pays state visit to Belgium,Chinese outbound visit,3,2.2743736299181925,-2.202643421490517
GDELT,Belgium,2014-03-01,President Xi Jinping pays state visit to Belgium,Chinese outbound visit,6,2.2743736299181925,0.23133287499961286
GDELT,Belgium,2014-03-01,President Xi Jinping pays state visit to Belgium,Chinese outbound visit,12,2.2743736299181925,0.7131014578269235
GDELT,Belgium,2015-06-01,King Philippe pays state visit to China,Partner inbound visit,0,2.139754315289868,0.6481821590001706
GDELT,Belgium,2015-06-01,King Philippe pays state visit to China,Partner inbound visit,1,2.139754315289868,0.7169058997773794
GDELT,Belgium,2015-06-01,King Philippe pays state visit to China,Partner inbound visit,2,2.139754315289868,-0.5257889233452364
GDELT,Belgium,2015-06-01,King Philippe pays state visit to China,Partner inbound visit,3,2.139754315289868,-1.1052763457303962
GDELT,Belgium,2015-06-01,King Philippe pays state visit to China,Partner inbound visit,6,2.139754315289868,-1.5137148254225155
GDELT,Belgium,2015-06-01,King Philippe pays state visit to China,Partner inbound visit,12,2.139754315289868,-0.6264397718402543
GDELT,Belgium,2016-10-01,PM Michel visits China,Partner inbound visit,0,1.2878512145560397,0.03335451722293281
GDELT,Belgium,2016-10-01,PM Michel visits China,Partner inbound visit,1,1.2878512145560397,1.6413315486086268
GDELT,Belgium,2016-10-01,PM Michel visits China,Partner inbound visit,2,1.2878512145560397,0.5518506801960956
GDELT,Belgium,2016-10-01,PM Michel visits China,Partner inbound visit,3,1.2878512145560397,0.7031143457903848
GDELT,Belgium,2016-10-01,PM Michel visits China,Partner inbound visit,6,1.2878512145560397,1.3711423195868349
GDELT,Belgium,2016-10-01,PM Michel visits China,Partner inbound visit,12,1.2878512145560397,0.6555425158792658
GDELT,Belgium,2017-06-01,Premier Li Keqiang visits Belgium,Chinese outbound visit,0,1.7612957400510194,0.6070184170759536
GDELT,Belgium,2017-06-01,Premier Li Keqiang visits Belgium,Chinese outbound visit,1,1.7612957400510194,-1.3302017239980828
GDELT,Belgium,2017-06-01,Premier Li Keqiang visits Belgium,Chinese outbound visit,2,1.7612957400510194,-1.7998712237435328
GDELT,Belgium,2017-06-01,Premier Li Keqiang visits Belgium,Chinese outbound visit,3,1.7612957400510194,-0.33369377806007816
GDELT,Belgium,2017-06-01,Premier Li Keqiang visits Belgium,Chinese outbound visit,6,1.7612957400510194,-0.4666846165415397
GDELT,Belgium,2017-06-01,Premier Li Keqiang visits Belgium,Chinese outbound visit,12,1.7612957400510194,-0.43353158378184387
GDELT,Belgium,2018-10-01,Premier Li Keqiang pays working visit to Belgium,Chinese outbound visit,0,0.46623850169668,0.4698331431479138
GDELT,Belgium,2018-10-01,Premier Li Keqiang pays working visit to Belgium,Chinese outbound visit,1,0.46623850169668,0.11555496039353075
GDELT,Belgium,2018-10-01,Premier Li Keqiang pays working visit to Belgium,Chinese outbound visit,2,0.46623850169668,-0.11176276280624065
GDELT,Belgium,2018-10-01,Premier Li Keqiang pays working visit to Belgium,Chinese outbound visit,3,0.46623850169668,-1.8685502154404685
GDELT,Belgium,2018-10-01,Premier Li Keqiang pays working visit to Belgium,Chinese outbound visit,6,0.46623850169668,1.485087364915319
GDELT,Belgium,2018-10-01,Premier Li Keqiang pays working visit to Belgium,Chinese outbound visit,12,0.46623850169668,-1.0561590600981163
GDELT,Belgium,2019-11-01,Princess Astrid leads economic mission to China,Partner inbound visit,0,0.4977993239291549,1.1173153768622486
GDELT,Belgium,2019-11-01,Princess Astrid leads economic mission to China,Partner inbound visit,1,0.4977993239291549,0.11073654409440198
GDELT,Belgium,2019-11-01,Princess Astrid leads economic mission to China,Partner inbound visit,2,0.4977993239291549,-0.3418736959386581
GDELT,Belgium,2019-11-01,Princess Astrid leads economic mission to China,Partner inbound visit,3,0.4977993239291549,0.5032327895104818
GDELT,Belgium,2019-11-01,Princess Astrid leads economic mission to China,Partner inbound visit,6,0.4977993239291549,0.05020168700045541
GDELT,Belgium,2019-11-01,Princess Astrid leads economic mission to China,Partner inbound visit,12,0.4977993239291549,1.0658564335387475
GDELT,Belgium,2021-12-01,Li Keqiang holds video meeting with PM De Croo,Remote talk,0,1.3647712266241427,-0.5752935983688747
GDELT,Belgium,2021-12-01,Li Keqiang holds video meeting with PM De Croo,Remote talk,1,1.3647712266241427,-1.738991600668573
GDELT,Belgium,2021-12-01,Li Keqiang holds video meeting with PM De Croo,Remote talk,2,1.3647712266241427,0.40024095111835756
GDELT,Belgium,2021-12-01,Li Keqiang holds video meeting with PM De Croo,Remote talk,3,1.3647712266241427,-0.7505148434947841
GDELT,Belgium,2021-12-01,Li Keqiang holds video meeting with PM De Croo,Remote talk,6,1.3647712266241427,-2.6594689146822184
GDELT,Belgium,2021-12-01,Li Keqiang holds video meeting with PM De Croo,Remote talk,12,1.3647712266241427,0.23168757622825886
GDELT,Belgium,2023-02-01,PM De Croo meets Wang Yi at Munich Security Conference,Third-party meeting,0,1.6107608420515453,-1.5813755918829204
GDELT,Belgium,2023-02-01,PM De Croo meets Wang Yi at Munich Security Conference,Third-party meeting,1,1.6107608420515453,-2.1311864461188317
GDELT,Belgium,2023-02-01,PM De Croo meets Wang Yi at Munich Security Conference,Third-party meeting,2,1.6107608420515453,0.07855192946850709
GDELT,Belgium,2023-02-01,PM De Croo meets Wang Yi at Munich Security Conference,Third-party meeting,3,1.6107608420515453,-0.7531864017088021
GDELT,Belgium,2023-02-01,PM De Croo meets Wang Yi at Munich Security Conference,Third-party meeting,6,1.6107608420515453,-0.8418475315898131
GDELT,Belgium,2023-02-01,PM De Croo meets Wang Yi at Munich Security Conference,Third-party meeting,12,1.6107608420515453,-1.2869093276723862
GDELT,Belgium,2024-01-01,PM De Croo pays official visit to China,Partner inbound visit,0,0.6715408530393349,1.410749981868312
GDELT,Belgium,2024-01-01,PM De Croo pays official visit to China,Partner inbound visit,1,0.6715408530393349,-0.3476893386601757
GDELT,Belgium,2024-01-01,PM De Croo pays official visit to China,Partner inbound visit,2,0.6715408530393349,1.5170623362076747
GDELT,Belgium,2024-01-01,PM De Croo pays official visit to China,Partner inbound visit,3,0.6715408530393349,-0.4210273486030095
GDELT,Belgium,2024-01-01,PM De Croo pays official visit to China,Partner inbound visit,6,0.6715408530393349,0.04690032076102091
GDELT,Belgium,2024-01-01,PM De Croo pays official visit to China,Partner inbound visit,12,0.6715408530393349,-0.18699255772523965
GDELT,Belgium,2024-06-01,Vice Premier Ding Xuexiang meets PM De Croo in Brussels,Third-party meeting,0,0.7046976091417232,-0.1804685897955718
GDELT,Belgium,2024-06-01,Vice Premier Ding Xuexiang meets PM De Croo in Brussels,Third-party meeting,1,0.7046976091417232,0.013743564658632579
GDELT,Belgium,2024-06-01,Vice Premier Ding Xuexiang meets PM De Croo in Brussels,Third-party meeting,2,0.7046976091417232,0.9912545221473363
GDELT,Belgium,2024-06-01,Vice Premier Ding Xuexiang meets PM De Croo in Brussels,Third-party meeting,3,0.7046976091417232,0.15640226009951164
GDELT,Belgium,2024-06-01,Vice Premier Ding Xuexiang meets PM De Croo in Brussels,Third-party meeting,6,0.7046976091417232,0.14503669073412695
GDELT,Belgium,2024-06-01,Vice Premier Ding Xuexiang meets PM De Croo in Brussels,Third-party meeting,12,0.7046976091417232,2.1018732946531653
GDELT,Belgium,2025-07-01,Wang Yi meets Belgian PM De Wever and FM Prevot,Third-party meeting,0,1.3503579872740037,0.021171435951394812
