ISO,Country,month,Trade_Exports,Trade_Imports,Trade_Total,ln_GDP,ln_GDP_product,ln_ER,FTA_Dummy
AE,United Arab Emirates,2004-08-01,545.862866,89.898071,635.760937,25.824478426229234,54.93949742886493,1.3008726290658952,0
AE,United Arab Emirates,2004-09-01,590.264299,104.131651,694.39595,25.834413356861287,54.986322370592816,1.3008726290658952,0
AE,United Arab Emirates,2004-10-01,533.417757,104.194909,637.612666,25.85399192423019,55.04147835422648,1.3008726290658952,0
AE,United Arab Emirates,2004-11-01,653.335844,114.985095,768.320939,25.86363931411768,55.00552805429287,1.3008726290658952,0
AE,United Arab Emirates,2004-12-01,764.494386,167.296927,931.791313,25.873194520495584,54.967306673321055,1.3008726290658952,0
AE,United Arab Emirates,2005-01-01,608.246,142.424,750.67,25.90377586324044,54.94771379684899,1.3008726290658952,0
AE,United Arab Emirates,2005-02-01,434.563,130.86,565.423,25.924455734165438,55.00285219946754,1.3008726290658952,0
AE,United Arab Emirates,2005-03-01,647.436,311.154,958.59,25.944716598403378,55.05642365165083,1.3008726290658952,0
AE,United Arab Emirates,2005-04-01,731.686,243.902,975.588,25.975498617254683,55.11944233994044,1.3008726290658952,0
AE,United Arab Emirates,2005-05-01,817.752,123.931,941.683,25.986304100679643,55.154058377042716,1.3008726290658952,0
AE,United Arab Emirates,2005-06-01,845.191,174.986,1020.177,25.99699407267748,55.18800512055698,1.3008726290658952,0
AE,United Arab Emirates,2005-07-01,707.73,71.167,778.897,26.018037179876966,55.23177639226024,1.3008726290658952,0
AE,United Arab Emirates,2005-08-01,774.232,148.213,922.445,26.028394975184423,55.28282396761155,1.3008726290658952,0
AE,United Arab Emirates,2005-09-01,790.593,228.498,1019.091,26.038646585471366,55.332174231402384,1.3008726290658952,0
AE,United Arab Emirates,2005-10-01,715.585,121.365,836.95,26.05883980635301,55.389994748787416,1.3008726290658952,0
AE,United Arab Emirates,2005-11-01,825.245,130.874,956.119,26.068785534843485,55.35692490540172,1.3008726290658952,0
AE,United Arab Emirates,2005-12-01,834.654,218.089,1052.743,26.07863331914564,55.32182328177709,1.3008726290658952,0
AE,United Arab Emirates,2006-01-01,825.195,358.51,1183.705,26.10629955891009,55.3024241814517,1.3008726290658952,0
AE,United Arab Emirates,2006-02-01,562.891,260.319,823.21,26.1238987593035,55.35819684799267,1.3008726290658952,0
AE,United Arab Emirates,2006-03-01,941.185,258.258,1199.443,26.14119357701388,55.412261341681244,1.3008726290658952,0
AE,United Arab Emirates,2006-04-01,906.66,201.872,1108.532,26.16597112410079,55.47250436881726,1.3008726290658952,0
AE,United Arab Emirates,2006-05-01,909.19,202.511,1111.701,26.17368787452767,55.501248331380744,1.3008726290658952,0
AE,United Arab Emirates,2006-06-01,980.384,290.369,1270.753,26.181345532428633,55.52950014804617,1.3008726290658952,0
AE,United Arab Emirates,2006-07-01,998.584,179.362,1177.946,26.196487142937674,55.564820341977914,1.3008726290658952,0
AE,United Arab Emirates,2006-08-01,1060.83,147.848,1208.678,26.203972831490923,55.61643256160319,1.3008726290658952,0
AE,United Arab Emirates,2006-09-01,975.644,215.194,1190.838,26.211402900603034,55.666124023310786,1.3008726290658952,0
AE,United Arab Emirates,2006-10-01,1028.504,254.792,1283.296,26.22609944418141,55.72136811876128,1.3008726290658952,0
AE,United Arab Emirates,2006-11-01,1069.64,262.161,1331.801,26.233367505960473,55.69484623185574,1.3008726290658952,0
AE,United Arab Emirates,2006-12-01,1152.736,164.509,1317.245,26.240583123953037,55.66709009085046,1.3008726290658952,0
AE,United Arab Emirates,2007-01-01,1086.978,251.839,1338.817,26.266191211505017,55.65645893548121,1.3008726290658952,0
AE,United Arab Emirates,2007-02-01,1044.102,237.144,1281.246,26.28430133803354,55.71764922539351,1.3008726290658952,0
AE,United Arab Emirates,2007-03-01,902.526,115.163,1017.689,26.30208931342889,55.77673786115298,1.3008726290658952,0
AE,United Arab Emirates,2007-04-01,1326.671,197.231,1523.902,26.330191367518253,55.84450227052045,1.3008726290658952,0
AE,United Arab Emirates,2007-05-01,1509.633,330.051,1839.684,26.340704632084133,55.87877675663466,1.3008726290658952,0
AE,United Arab Emirates,2007-06-01,1761.212,298.691,2059.903,26.351108516859835,55.912390346664424,1.3008726290658952,0
AE,United Arab Emirates,2007-07-01,1628.385,256.454,1884.839,26.371597088385318,55.95556212969275,1.3008726290658952,0
AE,United Arab Emirates,2007-08-01,1673.837,176.809,1850.646,26.38168607640022,56.00895822999625,1.3008726290658952,0
AE,United Arab Emirates,2007-09-01,1661.095,378.7,2039.795,26.39167429257557,56.0604556455903,1.3008726290658952,0
AE,United Arab Emirates,2007-10-01,1356.022,258.442,1614.464,26.411356323597314,56.119992313864294,1.3008726290658952,0
AE,United Arab Emirates,2007-11-01,1519.821,383.705,1903.526,26.421053951417946,56.090336911649146,1.3008726290658952,0
AE,United Arab Emirates,2007-12-01,1565.824,122.28,1688.104,26.430658437781446,56.05897604044325,1.3008726290658952,0
AE,United Arab Emirates,2008-01-01,1497.538,634.309,2131.847,26.439452660380503,56.02505479590723,1.3008726290658952,0
AE,United Arab Emirates,2008-02-01,1057.509,438.248,1495.757,26.438733248733726,56.06755282152573,1.3008726290658952,0
AE,United Arab Emirates,2008-03-01,1410.926,131.277,1542.203,26.43801331916124,56.108259701542174,1.3008726290658952,0
AE,United Arab Emirates,2008-04-01,1710.162,334.148,2044.31,26.427024316284093,56.13704937816143,1.3008726290658952,0
AE,United Arab Emirates,2008-05-01,1958.887,508.734,2467.621,26.41664922349851,56.14199351492277,1.3008726290658952,0
AE,United Arab Emirates,2008-06-01,1789.597,242.097,2031.694,26.406165358656544,56.14659773730402,1.3008726290658952,0
AE,United Arab Emirates,2008-07-01,2392.993,658.264,3051.257,26.384862019116877,56.140158214236855,1.3008726290658952,0
AE,United Arab Emirates,2008-08-01,2997.665,317.051,3314.716,26.37403770925046,56.1545378037085,1.3008726290658952,0
AE,United Arab Emirates,2008-09-01,2586.214,236.339,2822.553,26.363094950402314,56.168179293281284,1.3008726290658952,0
AE,United Arab Emirates,2008-10-01,2157.414,554.591,2712.005,26.34084351358378,56.16992219315244,1.3008726290658952,0
AE,United Arab Emirates,2008-11-01,2096.73,274.187,2370.917,26.329529325611873,56.102541418061655,1.3008726290658952,0
AE,United Arab Emirates,2008-12-01,1908.282,297.82,2206.102,26.31808566046439,56.031700012927374,1.3008726290658952,0
AE,United Arab Emirates,2009-01-01,1522.611,145.62,1668.231,26.30505354526744,55.95551802542714,1.3008726290658952,0
AE,United Arab Emirates,2009-02-01,828.727,217.66,1046.387,26.30359544719631,55.99741283779647,1.3008726290658952,0
AE,United Arab Emirates,2009-03-01,1443.069,151.969,1595.038,26.302135219970268,56.037503882033505,1.3008726290658952,0
AE,United Arab Emirates,2009-04-01,1670.292,157.81,1828.102,26.310868829169046,56.086130911376735,1.3008726290658952,0
AE,United Arab Emirates,2009-05-01,1426.174,82.042,1508.216,26.320961891514276,56.119287369087374,1.3008726290658952,0
AE,United Arab Emirates,2009-06-01,1426.287,177.87,1604.157,26.330954101018413,56.151823023056814,1.3008726290658952,0
AE,United Arab Emirates,2009-07-01,1577.155,241.804,1818.959,26.35064388516698,56.19355922880507,1.3008726290658952,0
AE,United Arab Emirates,2009-08-01,1610.547,284.437,1894.984,26.360345277294005,56.243200851580156,1.3008726290658952,0
AE,United Arab Emirates,2009-09-01,1790.629,229.232,2019.861,26.36995345598788,56.291215116872024,1.3008726290658952,0
AE,United Arab Emirates,2009-10-01,1580.71,281.878,1862.588,26.388897219710827,56.347144332569854,1.3008726290658952,0
AE,United Arab Emirates,2009-11-01,1579.253,518.891,2098.144,26.398236204488086,56.31202874605356,1.3008726290658952,0
AE,United Arab Emirates,2009-12-01,2182.92,97.046,2279.966,26.407488778990693,56.27475822869211,1.3008726290658952,0
AE,United Arab Emirates,2010-01-01,1569.327539,375.382034,1944.709573,26.435893399755404,56.25436930142437,1.3008726290658952,0
AE,United Arab Emirates,2010-02-01,1325.365234,328.165811,1653.531045,26.454767188252887,56.31696690095268,1.3008726290658952,0
AE,United Arab Emirates,2010-03-01,1393.74716,266.704054,1660.451214,26.473291345537366,56.37738291790976,1.3008726290658952,0
AE,United Arab Emirates,2010-04-01,1616.447949,352.994759,1969.442708,26.500988128026027,56.445286966487366,1.3008726290658952,0
AE,United Arab Emirates,2010-05-01,1951.526484,232.014607,2183.541091,26.510408085948843,56.47661990718033,1.3008726290658952,0
AE,United Arab Emirates,2010-06-01,2086.962793,383.320533,2470.283326,26.51974013571161,56.50739503941708,1.3008726290658952,0
AE,United Arab Emirates,2010-07-01,1971.054655,372.454115,2343.50877,26.538146968400753,56.54679478493239,1.3008726290658952,0
AE,United Arab Emirates,2010-08-01,1760.205624,343.736292,2103.941916,26.547224870078708,56.596675050702544,1.3008726290658952,0
AE,United Arab Emirates,2010-09-01,1776.634357,546.364147,2322.998504,26.55622110427143,56.64487387731137,1.3008726290658952,0
AE,United Arab Emirates,2010-10-01,1645.196003,409.611849,2054.807852,26.57397435686246,56.70035067913212,1.3008726290658952,0
AE,United Arab Emirates,2010-11-01,1920.155921,422.588889,2342.74481,26.582734173418896,56.66688370633455,1.3008726290658952,0
AE,United Arab Emirates,2010-12-01,2221.213572,329.836273,2551.049845,26.59141792145333,56.63147864739597,1.3008726290658952,0
AE,United Arab Emirates,2011-01-01,2055.67084,693.025455,2748.696295,26.611880744216638,56.60581882622659,1.3008726290658952,0
AE,United Arab Emirates,2011-02-01,1190.017825,526.55536300000006,1716.573188,26.62359570885772,56.66220616998385,1.3008726290658952,0
AE,United Arab Emirates,2011-03-01,1855.268083,586.364104,2441.632187,26.63517502073616,56.71654728536653,1.3008726290658952,0
AE,United Arab Emirates,2011-04-01,2146.16001,585.093158,2731.253168,26.649816389667244,56.77219662667779,1.3008726290658952,0
AE,United Arab Emirates,2011-05-01,2277.282397,1058.681042,3335.963439,26.653000820837313,56.79663859344737,1.3008726290658952,0
AE,United Arab Emirates,2011-06-01,2386.128956,567.997253,2954.126209,26.656175143586562,56.82062795896772,1.3008726290658952,0
AE,United Arab Emirates,2011-07-01,2577.821705,569.792098,3147.613803,26.662493719104514,56.847337131104005,1.3008726290658952,0
AE,United Arab Emirates,2011-08-01,2555.750349,936.53136,3492.281709,26.665638098008397,56.88008628921261,1.3008726290658952,0
AE,United Arab Emirates,2011-09-01,2244.960292,744.748147,2989.708439,26.668772620776917,56.91197429041944,1.3008726290658952,0
AE,United Arab Emirates,2011-10-01,2470.065265,490.173045,2960.23831,26.675012343714613,56.9461637848213,1.3008726290658952,0
AE,United Arab Emirates,2011-11-01,2560.935639,859.281008,3420.216647,26.678117665355288,56.898600872744545,1.3008726290658952,0
AE,United Arab Emirates,2011-12-01,2498.755708,641.067212,3139.82292,26.681213373817805,56.84832341387052,1.3008726290658952,0
AE,United Arab Emirates,2012-01-01,2262.314247,538.461032,2800.775279,26.68953712539926,56.800263889323745,1.3008726290658952,0
AE,United Arab Emirates,2012-02-01,1441.726501,922.687407,2364.413908,26.69474743280851,56.844126630393504,1.3008726290658952,0
AE,United Arab Emirates,2012-03-01,2341.677699,1014.452434,3356.130133,26.69993073356664,56.88652378631812,1.3008726290658952,0
AE,United Arab Emirates,2012-04-01,2352.930459,843.260746,3196.191205,26.707210348151193,56.92968192915034,1.3008726290658952,0
AE,United Arab Emirates,2012-05-01,2898.629198,1267.742853,4166.372051,26.709328892344093,56.948865652775204,1.3008726290658952,0
AE,United Arab Emirates,2012-06-01,2867.348296,736.803137,3604.151433,26.711442957794244,56.9677585569318,1.3008726290658952,0
AE,United Arab Emirates,2012-07-01,2668.356325,767.460698,3435.817023,26.715657727934037,56.988475275852345,1.3008726290658952,0
AE,United Arab Emirates,2012-08-01,2495.95181,516.058933,3012.010743,26.71775847006021,57.02298800374407,1.3008726290658952,0
AE,United Arab Emirates,2012-09-01,2619.89231,1222.717085,3842.609395,26.71985480831865,57.05647868837293,1.3008726290658952,0
AE,United Arab Emirates,2012-10-01,2403.172351,1044.769467,3447.941818,26.72403434681859,57.09109689505108,1.3008726290658952,0
AE,United Arab Emirates,2012-11-01,2234.338607,1108.596444,3342.935051,26.726117583565603,57.043614958781816,1.3008726290658952,0
AE,United Arab Emirates,2012-12-01,2988.836013,835.237082,3824.073095,26.728196489457908,56.993543282176944,1.3008726290658952,0
AE,United Arab Emirates,2013-01-01,2892.046194,1036.547176,3928.59337,26.734219123146772,56.944545289486946,1.3008726290658952,0
AE,United Arab Emirates,2013-02-01,1982.386499,802.319267,2784.705766,26.738151638079483,56.98382345989611,1.3008726290658952,0
AE,United Arab Emirates,2013-03-01,2176.376915,924.907191,3101.284106,26.742068748895644,57.021879443994585,1.3008726290658952,0
AE,United Arab Emirates,2013-04-01,2700.02782,970.531902,3670.559722,26.747822923521422,57.06064540100188,1.3008726290658952,0
AE,United Arab Emirates,2013-05-01,2900.703792,1200.954291,4101.658083,26.749671846389862,57.08250127888352,1.3008726290658952,0
AE,United Arab Emirates,2013-06-01,2792.388056,1055.700636,3848.088692,26.751517357050464,57.10396130499569,1.3008726290658952,0
AE,United Arab Emirates,2013-07-01,2896.838299,1141.482551,4038.32085,26.755198191964176,57.12687931561598,1.3008726290658952,0
AE,United Arab Emirates,2013-08-01,2812.77065,1056.425641,3869.196291,26.75703354115243,57.161973535936745,1.3008726290658952,0
AE,United Arab Emirates,2013-09-01,2793.936145,1221.345939,4015.282084,26.758865528004165,57.19599375417257,1.3008726290658952,0
AE,United Arab Emirates,2013-10-01,2512.325687,951.36068,3463.686367,26.76251946381869,57.230832067448254,1.3008726290658952,0
AE,United Arab Emirates,2013-11-01,3106.979229,1192.512899,4299.492128,26.764341437173943,57.178167247477326,1.3008726290658952,0
AE,United Arab Emirates,2013-12-01,3830.267854,1170.387285,5000.655139,26.766160096978577,57.12235835154847,1.3008726290658952,0
AE,United Arab Emirates,2014-01-01,3923.399249,1451.221917,5374.621166,26.76469189343939,57.05973747834758,1.3008726290658952,0
AE,United Arab Emirates,2014-02-01,1682.173046,770.12488,2452.297926,26.761397514308324,57.09275291787064,1.3008726290658952,0
AE,United Arab Emirates,2014-03-01,2824.981357,1460.965409,4285.946766,26.75809224636163,57.12448512917914,1.3008726290658952,0
AE,United Arab Emirates,2014-04-01,3795.886835,1035.45174,4831.338575,26.749603117032763,57.14984729772479,1.3008726290658952,0
AE,United Arab Emirates,2014-05-01,3677.728194,1357.986459,5035.714653,26.744403318586482,57.16357170078774,1.3008726290658952,0
AE,United Arab Emirates,2014-06-01,3159.161947,1726.985971,4886.147918,26.73917634084792,57.176917440417746,1.3008726290658952,0
AE,United Arab Emirates,2014-07-01,3800.217263,1227.875112,5028.092375,26.728639700466246,57.18461485195444,1.3008726290658952,0
AE,United Arab Emirates,2014-08-01,3264.833837,1441.433603,4706.26744,26.72332945289759,57.20963770001033,1.3008726290658952,0
AE,United Arab Emirates,2014-09-01,3281.815336,1506.234947,4788.050283,26.71799085599072,57.23373912526352,1.3008726290658952,0
AE,United Arab Emirates,2014-10-01,3020.866832,1395.978316,4416.845148,26.70722739196599,57.251573697505705,1.3008726290658952,0
AE,United Arab Emirates,2014-11-01,3155.532224,1343.981182,4499.513406,26.70180190132675,57.19030841680487,1.3008726290658952,0
AE,United Arab Emirates,2014-12-01,3457.535228,842.020514,4299.555742,26.69634681408977,57.12571008409454,1.3008726290658952,0
AE,United Arab Emirates,2015-01-01,3464.02027,1446.00949,4910.02976,26.685313596575106,57.051814590025366,1.3008726290658952,0
AE,United Arab Emirates,2015-02-01,2896.291847,877.267264,3773.559111,26.679734433127237,57.08382290673135,1.3008726290658952,0
AE,United Arab Emirates,2015-03-01,2398.736091,736.048801,3134.784892,26.67412396789519,57.114438134621274,1.3008726290658952,0
AE,United Arab Emirates,2015-04-01,2983.664844,1159.699655,4143.364499,26.66844833809268,57.14372164519266,1.3008726290658952,0
AE,United Arab Emirates,2015-05-01,3626.128247,689.652255,4315.780502,26.668414827402227,57.15952545402885,1.3008726290658952,0
AE,United Arab Emirates,2015-06-01,3254.994694,773.138635,4028.133329,26.668381315588793,57.17508234644825,1.3008726290658952,0
AE,United Arab Emirates,2015-07-01,3169.636045,873.085333,4042.721378,26.668314288592562,57.190366389523774,1.3008726290658952,0
AE,United Arab Emirates,2015-08-01,3116.113237,822.732454,3938.845691,26.668280773409638,57.21990069073405,1.3008726290658952,0
AE,United Arab Emirates,2015-09-01,3123.120209,846.31366,3969.433869,26.668247257103438,57.24858578415245,1.3008726290658952,0
AE,United Arab Emirates,2015-10-01,2776.996635,863.551607,3640.548242,26.668180221120764,57.276435571961166,1.3008726290658952,0
AE,United Arab Emirates,2015-11-01,2980.772142,1099.100355,4079.872497,26.668146701444172,57.22305332953865,1.3008726290658952,0
AE,United Arab Emirates,2015-12-01,3275.702941,1093.823568,4369.526509,26.668113180643996,57.16666381222007,1.3008726290658952,0
AE,United Arab Emirates,2016-01-01,2914.731,833.915,3748.646,26.67087743652649,57.109705396811165,1.3008726290658952,0
AE,United Arab Emirates,2016-02-01,1971.754,730.68,2702.434,26.67366740860585,57.15051376789616,1.3008726290658952,0
AE,United Arab Emirates,2016-03-01,2335.241,741.503,3076.744,26.67644961839257,57.18992176144287,1.3008726290658952,0
AE,United Arab Emirates,2016-04-01,2717.856,714.086,3431.942,26.68202398184982,57.23082772168383,1.3008726290658952,0
AE,United Arab Emirates,2016-05-01,3134.472,688.542,3823.014,26.684816037334627,57.25118564058084,1.3008726290658952,0
AE,United Arab Emirates,2016-06-01,2878.587,819.447,3698.034,26.687600318945627,57.27123254506593,1.3008726290658952,0
AE,United Arab Emirates,2016-07-01,2612.835,899.488,3512.323,26.693145732864398,57.29374763361407,1.3008726290658952,0
AE,United Arab Emirates,2016-08-01,2659.183,721.394,3380.577,26.695906950438676,57.33144315781312,1.3008726290658952,0
AE,United Arab Emirates,2016-09-01,2245.159,824.047,3069.206,26.698660564680097,57.367951755843535,1.3008726290658952,0
AE,United Arab Emirates,2016-10-01,2265.293,750.241,3015.534,26.704145149854764,57.40608903249654,1.3008726290658952,0
AE,United Arab Emirates,2016-11-01,2256.715,847.958,3104.673,26.706876203279236,57.36077480502533,1.3008726290658952,0
AE,United Arab Emirates,2016-12-01,2870.509,1365.01,4235.519,26.709599818360804,57.31302777273977,1.3008726290658952,0
AE,United Arab Emirates,2017-01-01,2321.798,997.076,3318.874,26.71966214436469,57.26993613670201,1.3008726290658952,0
AE,United Arab Emirates,2017-02-01,1296.617,908.153,2204.77,26.726954681212842,57.31325822913984,1.3008726290658952,0
AE,United Arab Emirates,2017-03-01,2305.667,1171.935,3477.602,26.734194421754065,57.355274414580684,1.3008726290658952,0
AE,United Arab Emirates,2017-04-01,2437.887,850.625,3288.512,26.74589901818912,57.40058658996172,1.3008726290658952,0
AE,United Arab Emirates,2017-05-01,2796.725,1276.814,4073.539,26.75039560079706,57.422897230900034,1.3008726290658952,0
AE,United Arab Emirates,2017-06-01,2821.354544,1056.860711,3878.215255,26.754872054626798,57.4448759486095,1.3008726290658952,0
AE,United Arab Emirates,2017-07-01,2588.109715,796.547388,3384.657103,26.76376529119801,57.47097038162801,1.3008726290658952,0
AE,United Arab Emirates,2017-08-01,2470.04595,814.79486,3284.84081,26.768182425634905,57.510045948417584,1.3008726290658952,0
AE,United Arab Emirates,2017-09-01,2199.50902,1065.8433,3265.35232,26.7725801347679,57.54794101179279,1.3008726290658952,0
AE,United Arab Emirates,2017-10-01,2211.09406,973.44051,3184.53457,26.78131795532209,57.58909038702799,1.3008726290658952,0
AE,United Arab Emirates,2017-11-01,2602.42771,1112.71101,3715.13872,26.78565840032017,57.54506227370772,1.3008726290658952,0
AE,United Arab Emirates,2017-12-01,2914.72909,1162.06762,4076.79671,26.789980087244533,57.49855644494985,1.3008726290658952,0
AE,United Arab Emirates,2018-01-01,2118.21329,1204.75928,3322.97257,26.797804988758788,57.45283140276856,1.3008726290658952,0
AE,United Arab Emirates,2018-02-01,2157.78227,957.61606,3115.39833,26.801314440347767,57.491845123807984,1.3008726290658952,0
AE,United Arab Emirates,2018-03-01,1996.34435,1230.05963,3226.40398,26.80481161874593,57.52962911975213,1.3008726290658952,0
AE,United Arab Emirates,2018-04-01,2530.03693,1015.35075,3545.38768,26.807541156040756,57.56550875555265,1.3008726290658952,0
AE,United Arab Emirates,2018-05-01,2655.29577,1302.15306,3957.44883,26.80678513144273,57.58035033704882,1.3008726290658952,0
AE,United Arab Emirates,2018-06-01,2585.88636,1028.89964,3614.786,26.806028534839054,57.594951792904695,1.3008726290658952,0
AE,United Arab Emirates,2018-07-01,2478.97539,1436.06552,3915.04091,26.804513622147862,57.60856262617602,1.3008726290658952,0
AE,United Arab Emirates,2018-08-01,2408.42477,1340.56919,3748.99396,26.80375530432203,57.64161906931593,1.3008726290658952,0
AE,United Arab Emirates,2018-09-01,2574.31341,1849.84701,4424.16042,26.802996411013847,57.673568800701545,1.3008726290658952,0
AE,United Arab Emirates,2018-10-01,2587.97766,1688.81688,4276.79454,26.801476894451923,57.7037218532197,1.3008726290658952,0
AE,United Arab Emirates,2018-11-01,2780.08864,1764.58495,4544.67359,26.80071626944397,57.648377512930914,1.3008726290658952,0
AE,United Arab Emirates,2018-12-01,3201.83945,1408.78025,4610.6197,26.79995506544517,57.58988032121586,1.3008726290658952,0
AE,United Arab Emirates,2019-01-01,2921.53222,1595.99247,4517.52469,26.789566662357373,57.518217126704926,1.3008726290658952,0
AE,United Arab Emirates,2019-02-01,1693.09429,859.98104,2553.07533,26.77984646981936,57.5450590694318,1.3008726290658952,0
AE,United Arab Emirates,2019-03-01,2510.0262,1633.75574,4143.78194,26.770030866973247,57.57051583031475,1.3008726290658952,0
AE,United Arab Emirates,2019-04-01,2736.69044,1163.14852,3899.83896,26.750905902651784,57.585461362425306,1.3008726290658952,0
AE,United Arab Emirates,2019-05-01,2897.09862,1038.93203,3936.03065,26.741608191420827,57.589384218001584,1.3008726290658952,0
AE,United Arab Emirates,2019-06-01,2560.85502,977.10738,3537.9624,26.732223220808695,57.593047308947384,1.3008726290658952,0
AE,United Arab Emirates,2019-07-01,2894.90359,1222.8669,4117.77049,26.713184840419,57.586888928726864,1.3008726290658952,0
AE,United Arab Emirates,2019-08-01,2644.43653,1277.1324,3921.56893,26.70352797969103,57.61074721719449,1.3008726290658952,0
AE,United Arab Emirates,2019-09-01,2643.89192,1463.17404,4107.06596,26.693776953926385,57.63342440574645,1.3008726290658952,0
AE,United Arab Emirates,2019-10-01,2793.59807,1226.01488,4019.61295,26.67398493385892,57.645041957220386,1.3008726290658952,0
AE,United Arab Emirates,2019-11-01,3197.93624,1178.49337,4376.42961,26.663940062291456,57.54543114362601,1.3008726290658952,0
AE,United Arab Emirates,2019-12-01,3956.47456,1450.38335,5406.85791,26.653793266598708,57.436900051006525,1.3008726290658952,0
AE,United Arab Emirates,2020-01-01,2542.434441,1478.708869,4021.14331,26.64199974225647,57.31597587767384,1.3008726290658952,0
AE,United Arab Emirates,2020-02-01,1459.570089,1370.654501,2830.22459,26.640454643730862,57.38171489324753,1.3008726290658952,0
AE,United Arab Emirates,2020-03-01,2495.88012,1128.15102,3624.03114,26.638907154180988,57.44320836317202,1.3008726290658952,0
AE,United Arab Emirates,2020-04-01,2706.63269,1384.3815,4091.01419,26.64613499507009,57.50973758292295,1.3008726290658952,0
AE,United Arab Emirates,2020-05-01,2551.97848,1133.33963,3685.31811,26.654836345365165,57.53985612731546,1.3008726290658952,0
AE,United Arab Emirates,2020-06-01,2620.51507,1053.51991,3674.03498,26.66346263482443,57.56945051621053,1.3008726290658952,0
AE,United Arab Emirates,2020-07-01,2706.90712,1580.7542,4287.66132,26.680495134304934,57.60702046832404,1.3008726290658952,0
AE,United Arab Emirates,2020-08-01,2872.9309,1917.71092,4790.64182,26.688903815300133,57.65409964214031,1.3008726290658952,0
AE,United Arab Emirates,2020-09-01,2753.80956,1797.84715,4551.65671,26.697242379558805,57.69966880103507,1.3008726290658952,0
AE,United Arab Emirates,2020-10-01,2877.14424,1709.81448,4586.95872,26.713713768088102,57.75203427714805,1.3008726290658952,0
AE,United Arab Emirates,2020-11-01,3257.15106,1434.05154,4691.2026,26.72184882706044,57.70712432009815,1.3008726290658952,0
AE,United Arab Emirates,2020-12-01,3497.94507,968.56313,4466.5082,26.72991824051929,57.65917654923805,1.3008726290658952,0
