ISO,b_pos,se_pos,b_neg,se_neg,sensitivity,se_sens,precision,trade,Country,FTA,developed,us_ally,z_trade_dep,region,vol_GDELT,vol_ICEWS,vol_Phoenix,vol_Tsinghua
DE,0.00972223438605576,0.0120549657998026,-0.060301072906748,0.0418521710548376,-0.0700233072928038,0.0435537188129532,527.168575529076,Trade_Imports,Germany,0,1,1,0.486294963936142,Europe,0.919171462700665,1.47729905430658,2.62767202778344,3.2292533960098
ES,0.0279529370316135,0.0155655978929876,0.151413626253915,0.0372075900179532,0.123460689222302,0.0403322773062751,614.744300478972,Trade_Total,Spain,0,1,1,-0.727959587218414,Europe,1.44341768601466,2.1295743911948,3.61433927087592,
ES,0.00646973715371872,0.0226363975245708,0.201165246150346,0.0401682586109261,0.194695508996627,0.0461074342457335,470.390009020791,Trade_Exports,Spain,0,1,1,-0.727959587218414,Europe,1.44341768601466,2.1295743911948,3.61433927087592,
ES,0.0436572800499132,0.0165167691903048,0.00442960845473004,0.0527609700454338,-0.0392276715951832,0.0552858356599678,327.169072715415,Trade_Imports,Spain,0,1,1,-0.727959587218414,Europe,1.44341768601466,2.1295743911948,3.61433927087592,
FR,0.01238553208686,0.00835674431275353,0.029276454491795,0.0183518102278752,0.016890922404935,0.0201649228649326,2459.27372530186,Trade_Total,France,0,1,1,-0.501451838339386,Europe,0.922860258050628,1.23020216646819,2.47587301741015,4.10877607625728
FR,-0.0419383789874635,0.0112987172680725,0.0505916968138757,0.0206001580230201,0.0925300758013392,0.0234952659588531,1811.50388211166,Trade_Exports,France,0,1,1,-0.501451838339386,Europe,0.922860258050628,1.23020216646819,2.47587301741015,4.10877607625728
FR,0.077389140402426,0.0147470217206676,0.00458648151396347,0.0270820094177221,-0.0728026588884625,0.030836826745491,1051.62436221184,Trade_Imports,France,0,1,1,-0.501451838339386,Europe,0.922860258050628,1.23020216646819,2.47587301741015,4.10877607625728
GB,-0.0102630942465887,0.0274412589145479,0.0611382927123384,0.0245631894306901,0.0714013869589271,0.0368289691116005,737.260344460694,Trade_Total,United Kingdom,0,1,1,-0.352922607037891,Europe,0.945548394697092,1.37334595989213,2.57951236358581,2.91370566282782
GB,-0.0156220333173453,0.0276440654891388,0.0766116980874436,0.0261140977205451,0.0922337314047889,0.0380281534724732,691.495764112896,Trade_Exports,United Kingdom,0,1,1,-0.352922607037891,Europe,0.945548394697092,1.37334595989213,2.57951236358581,2.91370566282782
GB,0.0116562687628885,0.0311064900247846,0.0203651636992341,0.0292093161926398,0.0087088949363456,0.0426708082194799,549.209780076382,Trade_Imports,United Kingdom,0,1,1,-0.352922607037891,Europe,0.945548394697092,1.37334595989213,2.57951236358581,2.91370566282782
ID,-0.07114821992706,0.015561395551835,-0.186457000217533,0.0186667619955939,-0.115308780290473,0.0243023668584115,1693.17892817163,Trade_Total,Indonesia,0.769230769230769,0,0,-0.34497288669703,Asia_MiddleEast,1.2421849491829,1.91283306443426,2.78852436753837,3.87628520507052
ID,-0.0455686587191083,0.0196523888916295,-0.113818415335262,0.017130478852973,-0.0682497566161537,0.0260704755399666,1471.30291012395,Trade_Exports,Indonesia,0.769230769230769,0,0,-0.34497288669703,Asia_MiddleEast,1.2421849491829,1.91283306443426,2.78852436753837,3.87628520507052
ID,-0.0996102265513698,0.0146259107008526,-0.27525544302706,0.0277230057278918,-0.17564521647569,0.0313445738592509,1017.83003052188,Trade_Imports,Indonesia,0.769230769230769,0,0,-0.34497288669703,Asia_MiddleEast,1.2421849491829,1.91283306443426,2.78852436753837,3.87628520507052
IN,-0.0209929270734626,0.0105844303657762,-0.0520332981679779,0.0205494227016533,-0.0310403710945153,0.023115123610727,1871.57639709798,Trade_Total,India,0,0,0,-0.208709318242655,Asia_MiddleEast,1.35071648827379,1.65961632152284,1.81329491752379,4.29699835012719
IN,-0.0411238310851345,0.0130748862922976,-0.0473423623206913,0.0311734640055958,-0.0062185312355568,0.0338044007440553,875.091603751966,Trade_Exports,India,0,0,0,-0.208709318242655,Asia_MiddleEast,1.35071648827379,1.65961632152284,1.81329491752379,4.29699835012719
IN,0.0437792671667525,0.013894333425191,-0.0243153235730364,0.0248778321940124,-0.0680945907397889,0.0284948949112612,1231.58922514324,Trade_Imports,India,0,0,0,-0.208709318242655,Asia_MiddleEast,1.35071648827379,1.65961632152284,1.81329491752379,4.29699835012719
IR,-0.758048741545674,0.0815395411264088,1.20880505987382,0.212124861104469,1.96685380141949,0.227256800702852,19.3627136631009,Trade_Total,Iran,0,0,0,-0.775302866772875,Other,1.13700394887281,1.3810895475325,2.16862672675676,
IR,-0.568101531566722,0.0818782177238957,1.0763697211203,0.189123964916204,1.64447125268702,0.206087157880512,23.5449699244624,Trade_Exports,Iran,0,0,0,-0.775302866772875,Other,1.13700394887281,1.3810895475325,2.16862672675676,
IR,-0.98806798688779,0.0999186453950791,1.2556541391945,0.25771492044632,2.24372212608229,0.276406794269317,13.088882584165,Trade_Imports,Iran,0,0,0,-0.775302866772875,Other,1.13700394887281,1.3810895475325,2.16862672675676,
IT,0.0327017023907352,0.0150675400262864,0.038198129763175,0.0409969970293898,0.0054964273724398,0.0436781928182879,524.168209454802,Trade_Total,Italy,0,1,1,-0.556019548319046,Europe,1.36331835643774,1.97724537845927,3.82934037011626,
IT,0.0360779938963427,0.0176207443791556,0.00949498943369798,0.0427802886861823,-0.0265830044626447,0.0462670912479771,467.149196662167,Trade_Exports,Italy,0,1,1,-0.556019548319046,Europe,1.36331835643774,1.97724537845927,3.82934037011626,
IT,0.029746696778466,0.0149869953479963,0.0885186148826561,0.0482519308899346,0.0587719181041901,0.0505258237356689,391.71769894375,Trade_Imports,Italy,0,1,1,-0.556019548319046,Europe,1.36331835643774,1.97724537845927,3.82934037011626,
JP,-0.000354559547651758,0.0252343879557158,0.0147160683868186,0.0086137109453137,0.0150706279344704,0.0266640272980094,1406.52841224672,Trade_Total,Japan,0.160839160839161,1,1,1.82125676925798,Asia_MiddleEast,0.913018619104867,0.925919635111918,1.37761646748601,4.09294425050972
JP,-0.0295884371644156,0.0209456276942012,0.0160401483219483,0.00952016757995254,0.0456285854863639,0.0230076706829368,1889.09889910549,Trade_Exports,Japan,0.160839160839161,1,1,1.82125676925798,Asia_MiddleEast,0.913018619104867,0.925919635111918,1.37761646748601,4.09294425050972
JP,0.0380100259576426,0.0366827986083463,0.0168016095363312,0.011372307099803,-0.0212084164213114,0.0384051699971856,677.985828778428,Trade_Imports,Japan,0.160839160839161,1,1,1.82125676925798,Asia_MiddleEast,0.913018619104867,0.925919635111918,1.37761646748601,4.09294425050972
KR,0.0499068437177531,0.0184082945356664,0.00463358793098258,0.0154563791316028,-0.0452732557867705,0.0240367419500167,1730.80761737106,Trade_Total,South Korea,0.416083916083916,1,1,1.38528072245404,Asia_MiddleEast,0.971972510087204,1.17723779716551,1.48776136841694,5.4094676744448
KR,0.0180487112305931,0.0112382843037446,-0.0121592848746304,0.0183387608158395,-0.0302079961052235,0.0215083514559429,2161.65186111311,Trade_Exports,South Korea,0.416083916083916,1,1,1.38528072245404,Asia_MiddleEast,0.971972510087204,1.17723779716551,1.48776136841694,5.4094676744448
KR,0.079701032244842,0.0284781439226495,0.00629758628645837,0.0170288933263562,-0.0734034459583836,0.0331811375513191,908.275204304947,Trade_Imports,South Korea,0.416083916083916,1,1,1.38528072245404,Asia_MiddleEast,0.971972510087204,1.17723779716551,1.48776136841694,5.4094676744448
MX,-0.127297929359377,0.0151134687305,0.160609522588946,0.0281662906212595,0.287907451948323,0.0319649317914031,978.706417165879,Trade_Total,Mexico,0,0,0,-0.561606213408911,Americas,1.36938873545455,2.07799018834637,3.29880678451694,
MX,-0.147364306354892,0.0154467344061205,0.170711165825933,0.0336908951732637,0.318075472180825,0.0370631625929179,727.97262854129,Trade_Exports,Mexico,0,0,0,-0.561606213408911,Americas,1.36938873545455,2.07799018834637,3.29880678451694,
MX,-0.0436964433553564,0.020228312693546,0.0493084418753156,0.0354889051423449,0.093004885230672,0.040849076153938,599.287917958668,Trade_Imports,Mexico,0,0,0,-0.561606213408911,Americas,1.36938873545455,2.07799018834637,3.29880678451694,
MY,0.124315899638395,0.0226779438973486,-0.157998624342202,0.0203047817070696,-0.282314523980597,0.0304396665484864,1079.24543093353,Trade_Total,Malaysia,1,0,0,0.49388012063721,Asia_MiddleEast,0.810012828114434,1.70363709360327,2.69658864299183,
MY,0.168098408280742,0.0329659386661504,-0.257280580505053,0.0279575018569121,-0.425378988785795,0.0432247038418962,535.224453392659,Trade_Exports,Malaysia,1,0,0,0.49388012063721,Asia_MiddleEast,0.810012828114434,1.70363709360327,2.69658864299183,
MY,0.0893438224044188,0.0172283739936834,-0.101713235389011,0.027444231923311,-0.19105705779343,0.0324037457144496,952.378470458432,Trade_Imports,Malaysia,1,0,0,0.49388012063721,Asia_MiddleEast,0.810012828114434,1.70363709360327,2.69658864299183,
NL,0.014328818355974,0.0352284415962617,0.0178605408475119,0.0340520820507694,0.0035317224915379,0.0489957895057683,416.564714311142,Trade_Total,Netherlands,0,1,1,-0.312914448467431,Europe,1.70821653757973,2.58686322276401,3.14103998091778,
NL,0.00204056749141473,0.0310094662856856,0.0189366269331706,0.0342428488458787,0.0168960594417559,0.0461969663117046,468.568496389756,Trade_Exports,Netherlands,0,1,1,-0.312914448467431,Europe,1.70821653757973,2.58686322276401,3.14103998091778,
NL,0.0129478113351306,0.0500777637874972,0.107934948961551,0.0389347563162419,0.0949871376264204,0.0634326231158818,248.527618295815,Trade_Imports,Netherlands,0,1,1,-0.312914448467431,Europe,1.70821653757973,2.58686322276401,3.14103998091778,
PH,0.0326399158933234,0.0286985393819088,-0.0687169011406418,0.00921748096740529,-0.101356817033965,0.0301424637022167,1100.63294115784,Trade_Total,Philippines,0.764285714285714,0,0,-0.582006728980721,Asia_MiddleEast,1.56823008179054,1.76632339843061,3.12613853924329,
PH,-0.022330460084645,0.0391754809150079,-0.017576759020966,0.00880924016906472,0.004753701063679,0.0401537173531718,620.223881772623,Trade_Exports,Philippines,0.764285714285714,0,0,-0.582006728980721,Asia_MiddleEast,1.56823008179054,1.76632339843061,3.12613853924329,
PH,0.114371945276179,0.0316453549211613,-0.145623020072975,0.0189787646472392,-0.259994965349154,0.0369001625419396,734.418218283491,Trade_Imports,Philippines,0.764285714285714,0,0,-0.582006728980721,Asia_MiddleEast,1.56823008179054,1.76632339843061,3.12613853924329,
RU,-0.004373365268594,0.010974299965753,-0.0319494952200295,0.0599528045026094,-0.0275761299514355,0.0609489460734673,269.19537840153,Trade_Total,Russia,0,0,0,-0.0690228162087344,Europe,0.802129969866049,0.657824696816873,1.16836189458036,5.81333174681051
RU,0.016103697427729,0.0119328906482523,0.124660672380078,0.0688768574572211,0.108556974952349,0.0699028995994122,204.648995999641,Trade_Exports,Russia,0,0,0,-0.0690228162087344,Europe,0.802129969866049,0.657824696816873,1.16836189458036,5.81333174681051
RU,-0.0247320795342756,0.0161147144001076,-0.203502056937588,0.0676092575571579,-0.178769977403312,0.0695032065996034,207.009519204639,Trade_Imports,Russia,0,0,0,-0.0690228162087344,Europe,0.802129969866049,0.657824696816873,1.16836189458036,5.81333174681051
SA,0.0553571535695794,0.0480223792769606,0.00357352418295771,0.017959779131041,-0.0517836293866217,0.0512708745571599,380.415802237924,Trade_Total,Saudi Arabia,0,0,0,-0.36543709314123,Asia_MiddleEast,1.45214604995374,1.72360370436373,3.46441114043533,
SA,0.224881215719911,0.0622903097685205,-0.0261127847194262,0.0164424283592335,-0.250994000439337,0.0644238786585127,240.938534151511,Trade_Exports,Saudi Arabia,0,0,0,-0.36543709314123,Asia_MiddleEast,1.45214604995374,1.72360370436373,3.46441114043533,
SA,-0.0213968855169907,0.0465517661839996,0.0132653499795492,0.026126803403071,0.0346622354965399,0.0533823640438721,350.916989319266,Trade_Imports,Saudi Arabia,0,0,0,-0.36543709314123,Asia_MiddleEast,1.45214604995374,1.72360370436373,3.46441114043533,
SG,-0.00302041835745518,0.0182110811013332,0.0457322720487152,0.0479285494176608,0.0487526904061704,0.0512717205110233,380.403249058139,Trade_Total,Singapore,0.769230769230769,1,0,-0.304640408922781,Asia_MiddleEast,0.95670494936604,1.68249087792334,3.57097739782841,
SG,0.0200952532319019,0.0237251681424991,-0.00579472727353005,0.05302491966617,-0.025889980505432,0.058090668002646,296.337940865244,Trade_Exports,Singapore,0.769230769230769,1,0,-0.304640408922781,Asia_MiddleEast,0.95670494936604,1.68249087792334,3.57097739782841,
SG,-0.0578625148873454,0.022727468528883,0.131523875351561,0.0560158460806958,0.189386390238906,0.0604509126305598,273.649258935242,Trade_Imports,Singapore,0.769230769230769,1,0,-0.304640408922781,Asia_MiddleEast,0.95670494936604,1.68249087792334,3.57097739782841,
TH,0.0252566449823296,0.013520118150124,0.162177699868389,0.0510306528322609,0.136921054886059,0.0527912977987855,358.818910103583,Trade_Total,Thailand,0.769230769230769,0,0,-0.283627539394675,Asia_MiddleEast,1.13140290714942,1.81645958088937,2.6718660940191,
TH,0.0907996372732195,0.0132072526201633,0.128364409679918,0.0544556744306734,0.0375647724066985,0.0560343822975886,318.486349091633,Trade_Exports,Thailand,0.769230769230769,0,0,-0.283627539394675,Asia_MiddleEast,1.13140290714942,1.81645958088937,2.6718660940191,
TH,-0.0458704053602564,0.0193045731717191,0.209119879105139,0.0634497441553571,0.254990284465395,0.0663214639368171,227.348342364003,Trade_Imports,Thailand,0.769230769230769,0,0,-0.283627539394675,Asia_MiddleEast,1.13140290714942,1.81645958088937,2.6718660940191,
US,-0.177663402734867,0.019448577500694,-0.0717945361469996,0.0155816005696111,0.105868866587867,0.0249205425926364,1610.21924196216,Trade_Total,United States,0,1,1,3.73628905892604,Americas,0.718737509751948,0.849863319571785,1.09315531066115,3.84118963286224
US,-0.165964453894475,0.0212470539822023,-0.0689478948308461,0.0185581027541745,0.0970165590636289,0.028210644812856,1256.53321762253,Trade_Exports,United States,0,1,1,3.73628905892604,Americas,0.718737509751948,0.849863319571785,1.09315531066115,3.84118963286224
US,-0.166173681349124,0.0249660774062152,-0.066037295057256,0.0203979922993768,0.100136386291868,0.0322394651149575,962.109148700216,Trade_Imports,United States,0,1,1,3.73628905892604,Americas,0.718737509751948,0.849863319571785,1.09315531066115,3.84118963286224
VN,0.224959781039114,0.0259570497128569,-0.122625041185282,0.0203546475854167,-0.347584822224396,0.0329860592996835,919.049978522041,Trade_Total,Vietnam,0.761363636363636,0,0,-0.112929816604118,Asia_MiddleEast,1.34453193986049,1.65303741873954,2.69568498721326,4.93417986222365
VN,0.192752450344174,0.0224840624031629,-0.0759199049281932,0.026252264832361,-0.268672355272367,0.0345646419188416,837.020078263228,Trade_Exports,Vietnam,0.761363636363636,0,0,-0.112929816604118,Asia_MiddleEast,1.34453193986049,1.65303741873954,2.69568498721326,4.93417986222365
VN,0.271604820314527,0.038723369139721,-0.223402799192283,0.0280025396488597,-0.49500761950681,0.047787462208377,437.897095754167,Trade_Imports,Vietnam,0.761363636363636,0,0,-0.112929816604118,Asia_MiddleEast,1.34453193986049,1.65303741873954,2.69568498721326,4.93417986222365
